"Tissue","OG","n_pairs","Pairs","gene_name","name_source"
"Muscle","OG_0015303",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","MEGF9","taeGut_geneID"
"Muscle","OG_0015355",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","ZRSR2","taeGut_geneID"
"Muscle","OG_0015464",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","EDA2R","taeGut_geneID"
"Muscle","OG_0015511",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","MRPS35","taeGut_geneID"
"Muscle","OG_0015512",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","TBRG4","taeGut_geneID"
"Muscle","OG_0015573",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","PSMD12","taeGut_geneID"
"Muscle","OG_0015721",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LUM","taeGut_geneID"
"Muscle","OG_0015860",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","NDUFS6","taeGut_geneID"
"Muscle","OG_0015910",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","MSANTD4","taeGut_geneID"
"Muscle","OG_0015970",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","SMS","taeGut_geneID"
"Muscle","OG_0016019",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","EEF2","taeGut_geneID"
"Muscle","OG_0016061",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","MACROD2","taeGut_geneID"
"Muscle","OG_0016303",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","ANGPTL2","taeGut_geneID"
"Muscle","OG_0016395",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","API5","taeGut_geneID"
"Muscle","OG_0016397",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","SNX3","taeGut_geneID"
"Muscle","OG_0016477",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","LOC105758586","taeGut_geneID"
"Muscle","OG_0016513",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","IFI35","taeGut_geneID"
"Muscle","OG_0016550",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","GPX1","taeGut_geneID"
"Muscle","OG_0016563",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","UGCG","taeGut_geneID"
"Muscle","OG_0016586",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","SSB","taeGut_geneID"
"Muscle","OG_0016587",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","CHAC1","taeGut_geneID"
"Muscle","OG_0016785",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","ATPAF1","taeGut_geneID"
"Muscle","OG_0016833",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","GLUD1","taeGut_geneID"
"Muscle","OG_0016895",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","RAN","taeGut_geneID"
"Muscle","OG_0016931",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CKAP4","taeGut_geneID"
"Muscle","OG_0016988",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","AAGAB","taeGut_geneID"
"Muscle","OG_0017042",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","HPF1","taeGut_geneID"
"Muscle","OG_0017204",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","NODAL","taeGut_geneID"
"Muscle","OG_0017220",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","CDH13","galGal_geneID"
"Muscle","OG_0017253",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","THUMPD3","taeGut_geneID"
"Muscle","OG_0017335",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","PRUNE1","taeGut_geneID"
"Muscle","OG_0017586",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","ECD","taeGut_geneID"
"Muscle","OG_0017590",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","TAF11","taeGut_geneID"
"Muscle","OG_0017762",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","NPM3","galGal_geneID"
"Muscle","OG_0017790",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","ACOT13","taeGut_geneID"
"Muscle","OG_0017803",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","BCAS2","taeGut_geneID"
"Muscle","OG_0017808",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","RWDD1","taeGut_geneID"
"Muscle","OG_0017934",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","stringtie_mRNA_5073","parsed_from_gene_id"
"Muscle","OG_0018047",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","CLEC3B","taeGut_geneID"
"Muscle","OG_0018077",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","OGN","taeGut_geneID"
"Muscle","OG_0018081",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","KRTCAP3","taeGut_geneID"
"Muscle","OG_0018098",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","NOPCHAP1","taeGut_geneID"
"Muscle","OG_0018127",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","RPL36A","galGal_geneID"
"Muscle","OG_0018146",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","RPL5","taeGut_geneID"
"Muscle","OG_0018407",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","SPON2","taeGut_geneID"
"Muscle","OG_0018471",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PCID2","taeGut_geneID"
"Muscle","OG_0018477",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LACTB2","taeGut_geneID"
"Muscle","OG_0018489",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","LIAS","taeGut_geneID"
"Muscle","OG_0018560",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","EXOSC5","taeGut_geneID"
"Muscle","OG_0018600",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","TIRAP","taeGut_geneID"
"Muscle","OG_0018711",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ATP6V0B","taeGut_geneID"
"Muscle","OG_0018753",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","NUDT2","taeGut_geneID"
"Muscle","OG_0018793",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","CHD4","parsed_from_gene_id"
"Muscle","OG_0018881",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","DUSP29","taeGut_geneID"
"Muscle","OG_0018883",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","TMEM275","taeGut_geneID"
"Muscle","OG_0018911",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","SMIM19","taeGut_geneID"
"Muscle","OG_0018951",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","EMC4","taeGut_geneID"
"Muscle","OG_0018969",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","HDHD3","taeGut_geneID"
"Muscle","OG_0018971",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","EPDR1","taeGut_geneID"
"Muscle","OG_0019321",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","COQ2","taeGut_geneID"
"Muscle","OG_0019337",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","VPS36","taeGut_geneID"
"Muscle","OG_0019421",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","UBALD1","taeGut_geneID"
"Muscle","OG_0019558",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","PWP1","taeGut_geneID"
"Muscle","OG_0019708",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","SURF2","galGal_geneID"
"Muscle","OG_0019760",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","KDELR3","taeGut_geneID"
"Muscle","OG_0019973",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","IGFBP4","taeGut_geneID"
"Muscle","OG_0019986",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","LYSET","taeGut_geneID"
"Muscle","OG_0019995",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","LRRC42","taeGut_geneID"
"Muscle","OG_0020216",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","OTUD1","taeGut_geneID"
"Muscle","OG_0020365",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LIPT2","taeGut_geneID"
"Muscle","OG_0020474",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","stringtie_mRNA_10129","parsed_from_gene_id"
"Muscle","OG_0020519",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","TXNDC15","taeGut_geneID"
"Muscle","OG_0020521",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","APOA1","taeGut_geneID"
"Muscle","OG_0020552",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","SURF6","taeGut_geneID"
"Muscle","OG_0020573",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","RAB12","taeGut_geneID"
"Muscle","OG_0020651",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PDCL3","taeGut_geneID"
"Muscle","OG_0020667",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","MRPL46","taeGut_geneID"
"Muscle","OG_0020673",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","PHYH","taeGut_geneID"
"Muscle","OG_0020690",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","VKORC1L1","taeGut_geneID"
"Muscle","OG_0020789",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","LOC100232025","taeGut_geneID"
"Muscle","OG_0020851",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","CAVIN2","taeGut_geneID"
"Muscle","OG_0020950",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","XRCC2","taeGut_geneID"
"Muscle","OG_0021074",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ISCA2","taeGut_geneID"
"Muscle","OG_0021134",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","stringtie_mRNA_58640","parsed_from_gene_id"
"Muscle","OG_0021243",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC115491092","taeGut_geneID"
"Muscle","OG_0021364",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","Rnpepl1","parsed_from_gene_id"
"Muscle","OG_0021401",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","LOC770617","galGal_geneID"
"Muscle","OG_0021411",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","OLFML3","taeGut_geneID"
"Muscle","OG_0021421",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CLDN5","taeGut_geneID"
"Muscle","OG_0021514",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","RPS12","taeGut_geneID"
"Muscle","OG_0021547",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","WASHC3","taeGut_geneID"
"Muscle","OG_0021752",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","LOC100190135","taeGut_geneID"
"Muscle","OG_0021758",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","APOLD1","taeGut_geneID"
"Muscle","OG_0021817",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","LAMTOR1","taeGut_geneID"
"Muscle","OG_0021827",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","EIF3I","taeGut_geneID"
"Muscle","OG_0021898",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","OSBPL2","parsed_from_gene_id"
"Muscle","OG_0022072",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","PPDPF","taeGut_geneID"
"Muscle","OG_0022116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","NDUFB8","taeGut_geneID"
"Muscle","OG_0022124",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","DUSP14","taeGut_geneID"
"Muscle","OG_0022177",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","RPS4X","taeGut_geneID"
"Muscle","OG_0022497",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","DPT","taeGut_geneID"
"Muscle","OG_0022900",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","MRPS18C","taeGut_geneID"
"Muscle","OG_0022933",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","NDUFA7","taeGut_geneID"
"Muscle","OG_0022955",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","EDF1","taeGut_geneID"
"Muscle","OG_0023425",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PPP1R27","taeGut_geneID"
"Muscle","OG_0023447",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","NOP16","taeGut_geneID"
"Muscle","OG_0023464",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","RPL31","taeGut_geneID"
"Muscle","OG_0023471",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","SNRPD3","taeGut_geneID"
"Muscle","OG_0025593",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","LOC100218607","taeGut_geneID"
"Muscle","OG_0025640",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","SSR3","taeGut_geneID"
"Muscle","OG_0025650",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","RPS27A","taeGut_geneID"
"Muscle","OG_0025660",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","HINT3","taeGut_geneID"
"Muscle","OG_0026050",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LSM3","taeGut_geneID"
"Muscle","OG_0026653",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","MAN1A2","taeGut_geneID"
"Muscle","OG_0026710",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","HSPB2","taeGut_geneID"
"Muscle","OG_0026775",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PTPMT1","taeGut_geneID"
"Muscle","OG_0026954",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","USP7","parsed_from_gene_id"
"Muscle","OG_0027157",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","COX6A1","taeGut_geneID"
"Muscle","OG_0027846",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","KIF1B","taeGut_geneID"
"Muscle","OG_0028061",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","ZC3H13","galGal_geneID"
"Muscle","OG_0028842",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","XDH","taeGut_geneID"
"Muscle","OG_0028843",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","AOX1","taeGut_geneID"
"Muscle","OG_0028892",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","MAP1A","taeGut_geneID"
"Muscle","OG_0029031",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","CMC4","parsed_from_gene_id"
"Muscle","OG_0029851",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","STAT3","taeGut_geneID"
"Muscle","OG_0029868",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","LOC116806869","taeGut_geneID"
"Muscle","OG_0029917",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","C6H10orf71","taeGut_geneID"
"Muscle","OG_0029918",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","SCAF11","taeGut_geneID"
"Muscle","OG_0030987",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","AMOTL2","taeGut_geneID"
"Muscle","OG_0031237",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","GNA13","taeGut_geneID"
"Muscle","OG_0031339",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","AFF4","galGal_geneID"
"Muscle","OG_0031351",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","MYPN","taeGut_geneID"
"Muscle","OG_0033035",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","JCAD","taeGut_geneID"
"Muscle","OG_0033037",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","LAMB2","taeGut_geneID"
"Muscle","OG_0033118",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC115497648","taeGut_geneID"
"Muscle","OG_0033198",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","FYCO1","taeGut_geneID"
"Muscle","OG_0033259",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","SLC25A24","taeGut_geneID"
"Muscle","OG_0033301",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","NEXN","taeGut_geneID"
"Muscle","OG_0033350",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","stringtie_mRNA_62461","parsed_from_gene_id"
"Muscle","OG_0033416",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","PIK3CG","taeGut_geneID"
"Muscle","OG_0033649",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","PDPR","taeGut_geneID"
"Muscle","OG_0033729",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","stringtie_mRNA_14398","parsed_from_gene_id"
"Muscle","OG_0033742",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","LRRC8B","taeGut_geneID"
"Muscle","OG_0033888",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","IVD","taeGut_geneID"
"Muscle","OG_0033919",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","XIRP1","taeGut_geneID"
"Muscle","OG_0033931",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","SNX4","taeGut_geneID"
"Muscle","OG_0035864",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","ANXA1","taeGut_geneID"
"Muscle","OG_0035907",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","ZNF397","parsed_from_gene_id"
"Muscle","OG_0035939",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC140684451","taeGut_geneID"
"Muscle","OG_0036150",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CYRIA","taeGut_geneID"
"Muscle","OG_0036224",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","TOP2B","taeGut_geneID"
"Muscle","OG_0038830",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","MIA3","galGal_geneID"
"Muscle","OG_0038831",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","KDM7A","galGal_geneID"
"Muscle","OG_0041577",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","ZFYVE9","parsed_from_gene_id"
"Muscle","OG_0041626",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","NIPA1","taeGut_geneID"
"Muscle","OG_0041697",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","MTMR6","taeGut_geneID"
"Muscle","OG_0041705",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","CCT4","taeGut_geneID"
"Muscle","OG_0041848",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","PPARA","taeGut_geneID"
"Muscle","OG_0041968",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","NAA15","taeGut_geneID"
"Muscle","OG_0042057",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","MTMR10","galGal_geneID"
"Muscle","OG_0042217",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PPP2R5E","taeGut_geneID"
"Muscle","OG_0042249",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","LOC100224290","taeGut_geneID"
"Muscle","OG_0042345",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","AQP1","taeGut_geneID"
"Muscle","OG_0042362",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","REV1","taeGut_geneID"
"Muscle","OG_0042517",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","LINGO1","taeGut_geneID"
"Muscle","OG_0042584",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","NONO","taeGut_geneID"
"Muscle","OG_0042896",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","PRPF6","taeGut_geneID"
"Muscle","OG_0042920",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","QSER1","taeGut_geneID"
"Muscle","OG_0043060",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","TRIP11","taeGut_geneID"
"Muscle","OG_0043101",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","UCKL1","taeGut_geneID"
"Muscle","OG_0043150",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PAQR9","taeGut_geneID"
"Muscle","OG_0043350",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","RDH14","taeGut_geneID"
"Muscle","OG_0043562",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","UPF3B","taeGut_geneID"
