OG	sakCan01_Brain	sakCan01_Heart	sakCan01_Kidney	sakCan01_Liver	sakCan01_Muscle	sakCan02_Brain	sakCan02_Kidney	sakCan02_Liver	sakCan02_Muscle	sakCan03_Brain	sakCan03_Heart	sakCan03_Kidney	sakCan03_Liver	sakCan03_Muscle	sakCan04_Heart
OG_0000001	87.889	14.867	3.789	7.634	5.35	0.0	0.0	0.0	0.0	36.41	9.161	0.0	0.0	2.184	11.046
OG_0000002	538.625	805.222	1674.272	133.399	182.788	78.875	1486.363	0.0	0.0	25.956	0.0	0.0	865.851	34.179	0.0
OG_0000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000012	0.0	3.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	9.0	14.0	0.0	2.0	0.0
OG_0000023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	519.329
OG_0000032	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
OG_0000035	33.505	185.329	81.911	0.0	93.51	38.853	0.0	0.0	0.0	17.733	94.335	0.0	25.109	0.0	165.784
OG_0000039	46.0	11.0	915.0	67.0	28.0	17.0	181.404	5.0	0.0	35.0	10.0	639.0	19.0	12.0	5.0
OG_0000068	46.547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.146
OG_0000069	16.966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.639	0.0	0.0	0.0	0.0	2.769
OG_0000079	14.525	0.0	3.125	0.0	0.0	0.0	0.0	4.807	0.0	0.0	0.0	0.0	13.212	0.0	0.0
OG_0000082	413.403	0.0	0.0	0.0	0.0	0.0	0.0	15.122	0.0	118.788	0.0	0.0	0.0	0.0	94.817
OG_0000086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000090	0.0	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31
OG_0000093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.974	0.0	0.0	74.32	42.655	0.0	0.0	0.0
OG_0000094	0.0	0.0	85.511	0.0	0.0	0.0	0.0	0.0	0.0	59.836	21.804	0.0	0.0	0.0	53.923
OG_0000114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000115	251.167	757.165	1843.289	1452.997	342.089	123.067	2069.053	1155.553	250.671	174.65	2592.466	2567.179	1631.712	265.284	2435.105
OG_0000117	141.063	0.0	0.0	126.806	0.0	0.0	161.127	193.387	0.0	0.0	17.696	0.0	83.036	0.0	0.0
OG_0000122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000126	384.93	0.0	0.0	0.0	0.0	19.294	0.0	0.0	0.0	210.945	0.0	0.0	0.0	0.0	0.0
OG_0000129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000145	953.017	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	74.886	0.0	0.0	0.0	0.0	0.0
OG_0000147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000149	84.0	3.0	1462.557	6.0	1.079	36.0	670.92	1.08	1.0	29.095	11.0	1374.853	6.0	2.0	2.0
OG_0000153	4.193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000157	29.871	56.311	113.246	37.26	25.06	0.0	5.733	31.037	22.531	173.789	92.197	25.377	27.279	13.662	112.694
OG_0000180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000195	0.0	0.0	0.0	0.0	0.0	3.804	9.996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000197	2121.009	0.0	0.0	0.0	0.0	217.564	0.0	0.0	0.0	1091.816	0.0	0.0	0.0	0.0	0.0
OG_0000200	0.0	0.0	13.576	0.0	0.0	0.0	3.722	0.0	0.0	0.0	0.0	25.329	0.0	0.0	0.0
OG_0000214	30.717999999999996	220.057	0.0	0.0	264.367	1.0	2.0	0.0	0.0	29.083	0.0	0.0	0.0	900.408	2.0
OG_0000219	0.0	158.684	0.0	0.0	0.0	6.21	0.0	0.0	0.0	0.0	11.266	0.0	10.107	0.0	40.514
OG_0000229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000239	3.08	0.0	10.372	7.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000241	0.0	0.0	0.0	0.0	0.0	6.939	0.0	0.0	0.0	0.0	0.0	113.814	0.0	0.0	0.0
OG_0000254	48.102	0.0	0.0	0.0	0.0	31.847	0.0	0.0	11.816	124.934	111.776	249.624	50.583	80.048	32.902
OG_0000278	0.0	90.793	1875.445	825.067	139.154	4.36	175.286	88.201	0.0	42.297	453.162	1498.733	248.406	0.0	284.865
OG_0000283	952.439	2.143	294.405	123.359	1476.556	0.0	407.876	1474.279	487.568	0.0	0.0	797.451	0.0	0.0	0.0
OG_0000284	579.519	0.0	0.0	0.0	40.396	0.0	0.0	4.013	0.0	223.129	0.0	40.018	0.0	0.0	0.0
OG_0000290	1811.501	4.0	6.0	0.5	0.0	0.0	3.0	0.0	0.0	1034.145	7.0	8.0	0.0	0.0	2.5
OG_0000295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000301	162.48	6.0	133.406	87.944	5.588	480.744	105.938	68.593	5.821	175.731	9.0	87.906	29.463	1.0	13.256
OG_0000302	0.0	0.0	112.375	116.478	14.746	70.107	94.063	118.901	10.159	32.165	51.518	142.82	37.954	16.615	60.644
OG_0000303	0.0	0.0	0.0	0.0	3.211	2.0	0.0	0.0	0.0	0.0	10.434	0.0	0.0	0.0	0.0
OG_0000311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.837	0.0	0.0	3.17
OG_0000312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000313	710.22	193.009	179.527	0.0	59.445	16.274	18.301	27.146	13.496	226.805	146.67	152.285	26.394	0.0	403.907
OG_0000315	0.0	0.0	105.723	0.0	0.0	0.0	8.297	0.0	0.0	0.0	0.0	36.622	0.0	0.0	0.0
OG_0000316	0.0	0.0	132.41	17.138	0.0	0.0	246.125	0.0	0.0	0.0	0.0	8.085	0.0	0.0	0.0
OG_0000317	0.0	0.0	624.825	0.0	0.0	0.0	110.782	0.0	0.0	0.0	0.0	226.826	0.0	0.0	0.0
OG_0000324	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000333	2.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000353	0.0	0.0	0.0	11.473	15.601	234.845	0.0	0.0	0.0	0.0	0.0	23.183	13.016	0.0	0.0
OG_0000374	2734.595	3.8	3.0	0.0	0.0	1768.362	0.0	12.936	0.0	1650.696	30.887	22.786	2.0	3.12	0.0
OG_0000394	192.559	0.0	16.107	0.0	0.0	0.0	16.463	361.742	0.0	62.108	0.0	0.0	0.0	0.0	0.0
OG_0000395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000396	0.0	7.0	0.0	155.0	13.0	0.0	0.5	210.0	0.0	0.0	0.0	0.0	113.0	4.0	1.5
OG_0000397	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
OG_0000398	0.0	73.0	0.0	1967.594	64.0	0.0	0.0	1194.748	0.0	0.0	0.0	0.0	0.0	21.0	0.0
OG_0000399	14.0	0.0	31.658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.5
OG_0000400	5.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000404	8.337	1337.666	59.467	906.645	39.732	49.481	31.208	343.096	44.153	56.176	573.143	16.878	421.664	0.0	1257.791
OG_0000405	5.605	8.866	14170.812	3157.0	8.0	17.0	14668.337	2264.818	21.0	8.0	64.356	1916.344	926.311	0.0	0.0
OG_0000406	0.0	0.0	782.182	300.966	0.0	0.0	1232.1	0.0	8.222	0.0	50.085	1278.988	442.02	0.0	1.5
OG_0000407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
OG_0000413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000414	1.362	0.0	1.468	0.0	0.0	4.013	0.0	0.0	0.0	1.686	0.0	0.0	0.0	1.106	0.0
OG_0000415	0.0	6.997	4175.023	1095.048	93.0	3.0	13007.423	2040.757	3.172	0.0	672.246	10314.693	6467.152	29.0	22.999
OG_0000416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000417	114.508	22.0	75.576	36.726	19.116	101.014	30.0	22.0	8.0	43.416	15.674	53.886	14.0	11.716	17.724
OG_0000422	3.0	0.0	16.719	0.0	0.0	0.0	215.979	8289.568	0.0	2.0	633.8	97.959	3644.909	10.352	4.06
OG_0000423	0.0	4.183	0.0	0.0	0.0	0.0	0.0	2307.853	0.0	0.0	0.0	0.0	3047.963	5.215	30.334
OG_0000424	0.0	0.0	13054.381	2660.77	0.0	0.0	21177.543	8640.332	0.0	0.0	0.0	4661.107	2891.928	0.0	0.0
OG_0000426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000432	0.0	8.0	1.0	0.0	7.0	10.0	0.0	1.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0
OG_0000442	536.287	117.509	394.227	663.744	32.242	542.475	605.718	1113.02	148.374	326.436	124.135	377.465	601.535	80.0	194.625
OG_0000443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001078	1208.395	0.0	0.0	0.0	0.0	928.795	0.0	0.0	0.0	879.063	0.0	0.0	5.0	0.0	0.0
OG_0001082	5.0	0.0	99.554	0.0	0.0	0.0	1391.483	14.0	3.0	4.0	0.0	56.443	0.0	0.0	0.0
OG_0001086	0.0	0.0	0.0	0.0	2.911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001088	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001090	0.0	2.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	4.0	2.0	0.0	0.0	0.0	8.0
OG_0001091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
OG_0001092	2620.642	8446.958	693.727	80.842	23616.406	3019.346	347.95	114.459	16638.381	2534.079	3779.539	485.595	33.214	8674.901	7646.121
OG_0001094	0.0	93.168	0.0	0.0	6.078	0.0	0.0	0.0	0.0	67.635	0.0	0.0	20.689	0.0	0.0
OG_0001103	0.0	0.0	0.0	0.0	0.0	24.958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001107	0.0	0.0	0.0	173.112	0.0	0.0	251.304	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
OG_0001108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001109	5.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
OG_0001110	0.0	0.0	0.0	10.065	4.74	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.839	0.0
OG_0001113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001114	232.112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.718	0.0	75.619	131.303	0.0	0.0
OG_0001116	0.0	0.0	0.0	168.976	50.412	0.0	0.0	60.715	0.0	0.0	50.475	0.0	532.648	0.0	0.0
OG_0001117	21.683	2.49	0.0	456.3	0.0	0.0	19.818	118.403	4.0	0.0	16.226	8.364	17.376	0.0	0.0
OG_0001119	223.0	95.0	559.0	70.0	156.0	230.0	670.0	8.0	31.0	297.0	81.0	335.0	30.0	15.0	82.0
OG_0001121	0.0	1.572	0.0	0.0	0.0	0.0	0.0	0.0	24.41	0.0	2.08	0.0	0.0	0.0	0.0
OG_0001139	0.0	0.0	0.0	0.0	0.0	0.0	79.481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001140	221.445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001141	133.0	0.0	34.783	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	51.865	64.92	148.544	0.0	128.229	0.0
OG_0001154	703.813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	896.773	0.0	0.0	0.0	0.0	0.0
OG_0001155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001156	59.179	0.0	0.0	0.0	0.0	1.31	0.0	0.0	0.0	21.526	0.0	0.0	0.0	0.0	0.0
OG_0001165	95.088	293.452	212.50799999999998	158.606	90.452	43.142	127.998	140.537	427.06	81.686	264.275	137.683	252.66	1144.068	461.459
OG_0001166	0.0	0.0	0.0	0.0	119.7	0.0	0.0	119.121	0.0	142.252	0.0	0.0	0.0	0.0	205.521
OG_0001172	490.522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.004	0.0	18.576	0.0	0.0	49.651
OG_0001177	97.344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001180	141.506	1.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	113.0	0.0	0.0	0.0	0.0	3.0
OG_0001185	75.384	0.0	0.0	0.0	0.0	2.334	0.0	0.0	0.0	35.339	0.0	6.068	0.0	0.0	0.0
OG_0001202	44.428	0.0	787.97	0.0	613.327	1468.988	0.0	0.0	598.053	0.0	0.0	708.313	195.438	281.913	1415.829
OG_0001203	0.0	19.73	6.653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001222	1332.269	488.189	882.186	286.937	12.0	1867.0	37.75	259.0	218.184	1772.472	543.63	27.0	16.763	13.0	48.996
OG_0001223	152.242	73.154	105.127	109.738	37.724	167.159	49.966	19.547	23.935	104.234	127.591	163.924	146.357	33.567	72.262
OG_0001224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001275	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
OG_0001276	0.0	0.0	0.0	4.977	3.0	0.0	2.0	12.911	0.0	1.46	0.0	9.467	17.917	0.0	0.0
OG_0001280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	169.398	0.0	0.0	0.0	0.0	0.0
OG_0001281	71.432	92.057	155.739	0.0	0.0	0.0	82.066	77.752	0.0	0.0	306.868	198.478	42.57	0.0	340.502
OG_0001282	122.667	322.936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001285	0.0	0.0	25.274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.398	9.833	0.0	0.0	0.0
OG_0001288	0.0	102.618	119.405	18.017	0.0	40.96	0.0	19.584	0.0	0.0	929.585	287.596	0.0	58.132	0.0
OG_0001291	1.677	2.393	1.223	0.0	0.0	0.0	0.0	1.594	0.0	1.488	1.327	1.336	3.4	1.19	0.0
OG_0001294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001299	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001300	40.0	18.0	638.822	1562.713	10.0	8.251	1236.296	1606.129	11.0	10.844	114.115	958.976	1441.815	0.0	0.0
OG_0001309	208.532	129.491	38.326	46.246	242.789	250.345	32.411	73.447	74.106	175.656	64.254	42.026	48.654	65.163	98.104
OG_0001312	877.685	324.095	1159.353	601.213	371.0	1572.569	931.996	665.666	240.435	797.032	501.252	830.833	351.159	165.704	499.377
OG_0001320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001327	20.0	5.0	289.422	245.0	22.555	9.0	184.438	162.829	5.475	1.0	7.423	260.477	70.257	20.0	2.862
OG_0001328	45.53	0.0	10.106	28.005	3.48	0.0	0.0	7.247	0.0	0.0	0.0	27.221	13.087	9.661	0.0
OG_0001330	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
OG_0001331	5.851	0.0	0.0	0.0	0.0	14.707	0.0	43.611	0.0	0.0	12.312	17.54	0.0	0.0	8.175
OG_0001332	0.0	0.0	2.831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001333	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	6.482	0.0	0.0	0.0
OG_0001334	190.789	81.126	158.638	37.489	18.617	74.038	83.962	197.33	229.867	101.116	146.418	281.773	56.052	55.794	93.636
OG_0001336	731.737	0.0	341.793	0.0	0.0	83.371	370.565	188.13	0.0	440.553	0.0	432.622	106.477	0.0	219.698
OG_0001339	2.919	0.0	0.0	0.0	0.0	2.274	15.596	4.253	0.0	4.552	5.77	0.0	15.185	1.367	0.0
OG_0001340	611.2	162.048	140.313	62.227	281.615	929.263	112.844	205.267	137.824	611.37	97.552	71.719	75.999	48.796	166.992
OG_0001341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.051	0.0	0.0	0.0	0.0	0.0
OG_0001342	687.192	256.501	113.99	32.537	42.352	659.933	48.606	32.296	60.371	449.846	236.239	127.019	5.563	12.895	1246.946
OG_0001351	623.551	833.94	1379.0	1392.0	491.0	787.0	1125.0	1892.0	459.0	571.024	1262.797	1369.0	1087.0	295.0	1306.523
OG_0001355	680.676	0.0	212.286	0.0	0.0	731.0	423.885	0.0	0.0	1202.018	0.0	404.725	0.0	0.0	18.0
OG_0001356	55.65	8.274	22.092	9.731	46.991	0.0	0.0	0.0	10.339	43.905	24.424	28.525	8.069	8.824	9.348
OG_0001364	1172.67	201.448	334.884	111.07	202.225	367.271	373.641	554.619	896.477	777.281	255.953	332.007	140.798	18.316	505.926
OG_0001366	209.987	0.0	34.503	0.0	0.0	0.0	22.728	55.982	58.57	94.589	0.0	0.0	0.0	0.0	72.463
OG_0001369	5217.307	1641.896	3356.619	1703.873	1207.808	5778.41	2787.876	2003.935	593.485	3855.622	1045.31	2445.924	824.514	356.502	1845.353
OG_0001372	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001374	619.146	108.666	473.718	0.0	181.713	0.0	661.289	524.95	402.695	454.997	313.95	405.235	71.346	0.0	434.346
OG_0001375	23.169	87.724	76.835	0.0	36.406	9.433	58.355	15.326	9.652	3.758	41.196	107.132	0.0	3.715	128.472
OG_0001400	0.0	0.0	109.617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.212	0.0	0.0	0.0
OG_0001403	6.385	22.2	377.532	355.379	9.671	122.728	216.952	27.385	10.109	120.163	20.088	95.991	151.158	28.826	9.77
OG_0001404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001415	344.469	2.375	0.0	0.0	2.392	0.0	4.46	0.0	0.0	97.559	9.728	0.0	0.0	0.0	2.005
OG_0001416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001436	57.646	21.615	109.941	33.365	35.07	18.768	99.42699999999999	69.739	0.0	4.526	63.473	343.293	44.803	36.816	48.485
OG_0001478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001479	726.076	331.964	0.0	311.973	192.306	736.649	235.582	248.804	0.0	0.0	0.0	330.248	0.0	0.0	326.517
OG_0001480	678.907	93.614	983.555	514.614	44.721	1736.187	1790.66	1130.555	57.0	728.302	0.0	1501.112	593.918	14.0	208.0
OG_0001481	146.0	3.0	1.0	3.0	0.0	11.0	1261.115	0.0	0.0	128.0	0.0	0.0	0.0	0.0	0.0
OG_0001484	281.448	0.0	0.0	181.0	28.163	399.758	0.0	0.0	73.569	146.176	0.0	0.0	0.0	0.0	407.984
OG_0001499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.382	0.0	0.0	0.0	0.0	0.0
OG_0001500	219.17	25.058	68.16	55.209	30.0	283.556	35.54	80.1	11.525	151.806	101.053	112.588	131.139	0.0	237.286
OG_0001502	32.0	126.074	357.838	142.757	41.0	47.0	213.849	100.0	8.0	57.0	306.0	375.448	188.045	26.9	185.906
OG_0001523	539.166	0.0	0.0	0.0	0.0	28.26	0.0	0.0	0.0	545.292	0.0	0.0	0.0	0.0	0.0
OG_0001525	343.267	6.0	70.274	1.0	1.0	241.062	19.0	2.0	5.0	126.0	8.0	57.0	1.0	1.0	23.475
OG_0001537	117.472	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
OG_0001543	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001613	888.51	0.0	0.0	0.0	25.022	0.0	0.0	0.0	0.0	612.111	0.0	0.0	0.0	0.0	43.0
OG_0001628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001629	1703.235	19.895	21.407	0.0	1.0	185.062	24.866	0.0	4.0	1170.814	18.0	45.858	15.0	2.0	33.058
OG_0001630	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001632	2264.1130000000003	6.888	13.829	0.0	0.0	67.036	95.145	0.0	0.0	2479.866	18.239	225.944	0.0	0.0	0.0
OG_0001648	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	1.0	1.0	0.0	0.0
OG_0001700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001702	103.132	0.0	26.622	0.0	0.0	0.0	75.191	21.736	27.19	85.722	0.0	326.535	0.0	0.0	20.44
OG_0001705	1287.0	96.272	78.667	27.31	0.0	808.244	16.644	7.776	0.0	7.924	14.918	28.096	120.043	5.33	0.0
OG_0001717	0.0	0.0	425.489	1223.429	30.814	0.0	259.21	294.36	0.0	7.813	0.0	253.49	63.86	0.0	100.284
OG_0001917	8698.006	0.0	0.0	0.0	0.0	7856.265	34.265	10.125	66.214	6286.844	0.0	0.0	0.0	0.0	0.0
OG_0001923	1166.541	0.0	0.0	0.0	0.0	1803.561	0.0	0.0	0.0	1434.48	0.0	0.0	0.0	0.0	0.0
OG_0001931	0.0	35.0	0.0	28.704	30.126	45.007	15.478	8.412	21.0	22.45	34.943	0.0	27.787	18.932	0.0
OG_0001936	0.0	0.0	18.0	0.0	0.0	2065.847	0.0	0.0	17.0	0.0	0.0	26.0	0.0	0.0	26.0
OG_0001937	177.959	2.0	112.0	7.0	0.0	1.0	17.0	8.0	0.0	2.0	3.0	36.0	3.0	1.0	6.0
