OG	thaBer01_Brain	thaBer01_Heart	thaBer01_Liver	thaBer01_Muscle	thaBer02_Brain	thaBer02_Heart	thaBer02_Liver	thaBer02_Muscle	thaBer03_Brain	thaBer03_Heart	thaBer03_Liver	thaBer03_Muscle
OG_0000001	557.552	14.602	0.0	178.073	860.3009999999999	0.0	0.0	350.611	1559.358	40.565	0.0	379.32
OG_0000002	0.0	0.0	0.0	0.0	0.0	0.0	374.184	0.0	0.0	63.17	0.0	0.0
OG_0000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
OG_0000023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.691
OG_0000031	0.0	199.0	581.0	329.581	0.0	117.0	361.0	511.0	0.0	881.0	184.0	305.887
OG_0000032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000068	5.88	0.0	0.0	0.0	14.576	0.0	0.0	0.0	8.223	0.0	0.0	12.234
OG_0000069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000079	0.0	0.0	310.751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.994	0.0
OG_0000082	64.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.785	224.045	95.896	0.0
OG_0000086	626.751	259.013	277.0	1203.762	1281.119	512.789	453.057	576.237	1346.779	865.773	461.295	1875.052
OG_0000087	274.999	14.298	7.0	28.93	397.818	10.0	57.86	10.0	311.061	0.0	50.931000000000004	5.5
OG_0000090	1964.0	128.0	34.0	176.0	4789.0	9.0	14.0	110.0	4970.0	177.0	0.0	73.336
OG_0000093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000094	0.0	0.0	0.0	0.0	3.443	0.0	0.0	0.0	12.4	0.0	0.0	0.0
OG_0000114	0.0	0.0	7.794	34.295	157.736	0.0	0.0	110.387	217.222	55.534	15.457	116.743
OG_0000115	0.0	0.0	0.0	0.0	0.0	772.683	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000126	242.808	0.0	0.0	0.0	468.023	0.0	0.0	0.0	267.379	0.0	0.0	0.0
OG_0000129	660.0	0.0	0.0	0.0	1377.0	0.0	0.0	1.0	1220.0	3.0	0.0	0.0
OG_0000132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000145	86.0	19.0	52.0	105.0	135.0	55.46	29.0	107.0	158.0	177.0	65.0	65.882
OG_0000147	24.0	0.0	0.0	0.0	26.0	0.0	0.0	16.0	0.0	0.0	0.0	6.0
OG_0000149	30.0	0.0	0.0	1.0	47.0	0.0	2.0	0.0	54.0	0.0	1.0	1.0
OG_0000153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.597	56.017	0.0	0.0	0.0
OG_0000157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000180	0.0	0.0	0.0	0.0	0.0	17.574	0.0	0.0	0.0	0.0	0.0	92.996
OG_0000190	0.0	1274.928	0.0	72.065	0.0	162.202	121.596	21.264	0.0	844.187	26.016	52.802
OG_0000191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000194	0.667	0.0	0.0	0.333	36.428	1511.37	31.098999999999997	0.0	49.529	0.333	50.702999999999996	0.0
OG_0000195	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0
OG_0000197	314.86	0.0	0.0	0.0	0.0	0.0	4.77	0.0	0.0	0.0	0.0	0.0
OG_0000200	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000214	0.0	256.887	0.0	3052.33	0.0	88.554	0.0	9612.62	0.0	442.942	0.0	9961.946
OG_0000219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.09	0.0	0.0	0.0	0.0
OG_0000229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.898	0.0	2.613	0.0	0.0
OG_0000239	0.0	0.0	0.0	1.0	1.134	0.0	0.0	6.396	2.0	1.09	0.0	0.0
OG_0000241	0.0	0.0	193.293	0.0	60.057	27.55	144.048	8.076	131.722	0.0	150.83	6.261
OG_0000254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	842.53	0.0	0.0	0.0	0.0
OG_0000278	139.813	828.787	646.184	775.533	33.541	282.503	523.255	1827.815	58.954	1077.951	103.024	3307.868
OG_0000283	83.385	67.424	0.0	527.356	0.0	0.0	0.0	1000.672	0.0	0.0	0.0	1377.993
OG_0000284	188.999	8.812	0.0	10.629	0.0	14.979	23.534	0.0	90.367	0.0	0.0	0.0
OG_0000290	0.0	0.0	0.0	0.0	2721.644	0.0	0.0	2.773	1960.417	10.0	0.0	0.0
OG_0000295	0.0	0.0	205.404	0.0	0.75	0.0	0.0	8.0	0.0	0.0	19.0	0.0
OG_0000301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000303	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.884	0.0	0.0
OG_0000311	0.0	49.0	3334.543	1.0	0.0	303.0	4246.105	3.5	22.0	13.0	2422.211	1.5
OG_0000312	1664.0	355.0	251.0	260.0	2843.0	193.0	442.0	125.0	3325.0	1069.0	371.0	197.0
OG_0000313	0.0	12.028	0.0	3.445	0.0	26.44	0.0	6.368	0.0	10.967	0.0	0.0
OG_0000315	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000333	4.493	0.0	0.0	0.0	0.0	12.083	0.0	0.0	1.502	0.0	0.0	0.0
OG_0000348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1288.708
OG_0000353	136.24	114.955	144.105	484.699	148.139	195.192	191.167	362.946	154.41	240.365	141.547	813.379
OG_0000374	128.49	20.0	1.0	17.367	468.41900000000004	0.0	0.0	60.0	991.319	0.0	1.158	40.196
OG_0000394	950.0	19.659	554.0	38.0	1324.0	44.616	509.0	24.0	1512.0	83.0	848.527	39.0
OG_0000395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000396	29.0	18.0	861.0	0.0	28.0	22.0	1532.137	0.0	43.0	6.0	147.0	0.0
OG_0000397	0.0	8.379	270.843	0.0	0.0	39.602	238.148	0.0	0.0	0.0	0.0	0.0
OG_0000398	232.895	0.0	60.933	252.0	442.395	15.106	608.264	0.0	30.196	17.089	39.695	5.34
OG_0000399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000400	2.0	1.0	0.0	3.0	0.0	1.0	0.0	8.0	3.0	0.0	1.0	3.0
OG_0000401	97.077	58.192	959.343	45.791	232.084	131.523	1132.473	31.552	175.893	38.739	0.0	58.946
OG_0000404	43.879	245.598	276.441	34.821	31.45	33.25	246.849	0.0	53.091	724.507	51.758	25.394
OG_0000405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
OG_0000406	39.0	0.0	0.0	0.0	81.0	0.5	0.0	0.0	322.0	6.5	0.0	0.0
OG_0000407	0.0	0.0	41.0	21.0	0.0	146.157	115.0	22.0	0.0	69.883	113.0	11.0
OG_0000408	423.0	158.0	17136.0	29.0	4.0	696.0	24230.0	4.0	2.0	32.0	9855.0	14.0
OG_0000413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000414	385.051	13.0	22.0	129.0	74.66	23.0	71.838	59.947	63.401	50.0	38.0	72.0
OG_0000415	141.381	78.434	9842.955	208.674	0.0	321.084	9865.203	190.52	0.0	140.487	641.642	189.232
OG_0000416	0.0	3.566	306.045	0.0	0.0	0.0	358.797	0.0	0.0	8.513	82.358	0.0
OG_0000417	31.0	0.0	0.0	0.0	31.816	552.621	52.722	0.0	28.008	0.0	202.309	0.0
OG_0000422	226.0	62.0	15360.0	0.0	0.0	312.0	8552.0	2.0	0.0	2.0	1162.0	0.0
OG_0000423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
OG_0000424	134.639	52.0	5967.329	0.0	0.0	193.721	6684.279	0.0	0.0	2.0	3968.879	0.0
OG_0000426	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
OG_0000428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000432	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0
OG_0000442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0000443	272.0	144.0	209.554	196.0	362.0	73.716	357.0	156.0	420.0	453.0	117.608	258.0
OG_0000472	0.0	0.0	0.0	125.906	0.0	0.0	0.0	150.297	0.0	0.0	0.0	0.0
OG_0001078	333.544	0.0	0.0	2.0	255.083	0.0	1.0	0.0	301.356	3.5	9.0	0.0
OG_0001082	2.0	0.0	10.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0
OG_0001086	0.0	3.0	7.0	0.0	0.0	23.0	5.0	0.0	0.0	0.0	1.0	0.0
OG_0001087	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001090	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0
OG_0001091	0.0	0.0	0.0	0.0	0.0	4.921	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001092	958.66	4456.189	0.0	5776.13	1642.507	1479.881	63.474	6230.3	2005.531	3411.09	0.0	8278.622
OG_0001094	1434.682	1120.5819999999999	309.935	0.0	2250.858	242.41	0.0	577.164	2922.817	1208.87	1033.379	763.324
OG_0001103	82.723	0.0	0.0	174.274	142.819	0.0	1.617	282.202	201.622	4.807	4.914	248.802
OG_0001104	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	3.0	0.0
OG_0001107	639.998	0.0	0.0	186.424	1015.61	103.732	43.0	0.0	0.0	0.0	0.0	48.0
OG_0001108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001109	0.0	0.0	3.0	0.0	3.0	4.0	0.0	1.0	9.0	9.0	0.0	0.0
OG_0001110	52.069	0.0	84.013	0.0	0.0	0.0	265.0	13.096	0.0	173.0	0.0	117.0
OG_0001113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001114	463.924	0.0	617.0	784.0	2393.621	336.022	953.0	0.0	1951.42	355.261	829.0	1887.466
OG_0001116	154.807	715.636	448.067	96.412	291.15	972.996	692.663	189.634	587.979	1442.299	140.282	363.474
OG_0001117	0.0	0.0	0.0	54.255	0.0	0.0	19.935	0.0	0.0	0.0	20.115	0.0
OG_0001119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.067	0.0	0.0	14.578	0.0
OG_0001121	0.0	0.0	34.124	0.0	0.0	7.39	10.158	101.43	1.831	14.094	17.741	32.286
OG_0001139	178.0	4.0	0.0	0.5	142.0	6.636	0.0	2.0	0.0	0.0	0.5	0.0
OG_0001140	0.0	18.952	57.964	37.422	95.881	16.204	82.081	173.262	155.24	75.08	0.0	347.792
OG_0001141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.991	0.0	0.0
OG_0001155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001156	238.438	0.0	0.0	0.0	168.343	0.0	0.0	0.0	160.545	0.0	0.0	47.935
OG_0001165	0.0	226.398	0.0	153.303	0.0	0.0	0.0	459.881	0.0	516.348	0.0	0.0
OG_0001166	0.0	0.0	0.0	0.0	246.441	133.727	0.0	0.0	0.0	0.0	68.67	0.0
OG_0001172	0.0	0.0	0.0	0.0	0.0	48.054	0.0	48.208	0.0	78.091	0.0	27.058
OG_0001177	0.0	0.0	0.0	0.0	0.0	5.432	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001180	0.0	0.0	0.0	0.0	21.486	0.0	0.0	0.0	21.254	0.0	0.0	0.0
OG_0001185	1.304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001202	0.0	0.0	0.0	0.0	1001.574	0.0	0.0	0.0	556.573	0.0	0.0	58.921
OG_0001203	0.0	0.0	0.0	0.0	0.0	2.153	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001223	254.442	63.24	62.335	175.25	450.365	36.376	81.94	130.04	378.644	140.286	99.721	208.463
OG_0001224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001275	0.0	0.0	0.0	1.263	0.0	0.0	0.0	0.0	0.0	0.0	6.554	0.0
OG_0001276	8.0	3.0	132.0	4.0	6.0	0.0	28.841	0.0	3.944	0.0	6.0	0.0
OG_0001280	42.395	1.0	2.0	0.0	111.237	0.0	1.0	0.0	134.599	3.0	0.0	0.0
OG_0001281	618.284	0.0	522.804	0.0	0.0	420.139	0.0	1018.904	1125.972	398.959	252.932	0.0
OG_0001282	80.989	122.084	0.0	87.166	0.0	312.819	0.0	0.0	143.894	0.0	12.915	0.0
OG_0001284	0.0	0.0	0.0	0.0	0.0	9.642	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001285	0.0	0.0	0.0	0.0	0.0	5.736	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001288	37.449	148.432	46.49	335.156	81.608	361.799	80.392	248.796	92.872	299.32	41.581	227.768
OG_0001291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001298	0.0	0.0	0.0	0.0	0.0	14.908	0.0	0.0	0.0	2.917	0.0	12.485
OG_0001299	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001300	26.85	0.0	0.0	0.0	0.0	0.0	57.378	8.0	30.1	0.0	34.766	0.0
OG_0001309	311.373	104.875	105.345	179.36	476.214	237.881	144.0	150.97	482.752	238.579	203.917	100.137
OG_0001312	742.663	100.104	281.381	175.853	1057.15	377.33	376.473	161.5	1291.11	433.381	457.624	279.952
OG_0001320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001328	35.647	8.061	0.0	3.013	100.703	13.125	3.06	12.574	91.629	16.749	3.079	0.0
OG_0001330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001331	270.247	43.4	0.0	8.729	0.0	0.0	65.161	31.894	0.0	0.0	0.0	104.921
OG_0001332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001333	1162.018	1099.879	3711.107	1694.191	3165.594	814.66	4942.679	1474.6789999999999	3376.084	2082.452	5520.502	1342.086
OG_0001334	173.361	190.947	365.185	288.767	70.671	127.682	431.417	204.456	122.99	309.928	145.39	501.774
OG_0001336	3310.0	1283.486	1551.586	4340.366	5510.954	741.505	2160.081	2497.067	5830.1	4399.124	1477.253	5717.239
OG_0001339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001340	268.378	81.768	63.43	230.408	347.518	25.67	111.105	248.052	399.32	128.037	49.158	125.441
OG_0001341	0.0	0.0	0.0	0.0	0.0	12.601	5.883	0.0	0.0	0.0	0.0	0.0
OG_0001342	1099.157	0.0	5.423	0.0	3806.246	13.006	0.667	0.667	3088.348	0.0	0.0	6.0
OG_0001351	0.0	0.0	0.0	22.081	0.0	61.665	0.0	20.997	25.739	0.0	23.91	0.0
OG_0001355	0.0	0.0	3.817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.56	1.591
OG_0001356	90.982	5.651	7.731	17.102	117.998	2.15	17.802	8.076	184.37800000000001	44.867999999999995	16.535	4.263
OG_0001364	2374.83	1077.813	943.54	1957.744	3144.642	378.369	1301.901	1332.734	3675.066	3156.412	757.206	3767.693
OG_0001366	0.0	12.813	25.478	48.457	20.733	57.407000000000004	91.024	68.277	69.757	0.0	0.0	71.558
OG_0001369	0.0	0.0	0.0	0.0	0.0	39.416	37.574	21.6	0.0	0.0	0.0	0.0
OG_0001372	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
OG_0001374	897.0	649.0	757.0	1278.0	1463.0	528.0	1427.0	794.0	1612.0	2436.0	713.0	2365.0
OG_0001375	96.685	37.697	199.046	52.26	45.902	5.18	213.255	38.16	61.802	15.964	0.0	13.003
OG_0001400	0.0	9.473	0.0	0.0	3.821	5.0	0.0	0.0	23.0	14.0	0.0	0.0
OG_0001403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.993	0.0	0.0
OG_0001416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001436	10.275	0.0	28.674	89.014	0.0	0.0	6.77	40.019	32.425	25.321	0.0	170.908
OG_0001478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001479	604.0	294.0	255.0	527.0	1110.0	257.0	353.0	509.0	0.0	1495.0	361.0	0.0
OG_0001480	18.802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.625
OG_0001481	127.828	0.0	0.0	0.0	235.305	0.0	0.0	9.0	276.9	37.0	0.0	0.0
OG_0001484	815.26	425.88	290.921	270.558	1975.21	347.0	334.805	1149.305	2849.495	1110.924	245.941	1949.666
OG_0001499	200.294	10.994	0.0	0.0	86.968	0.0	12.809	24.16	578.833	77.762	0.0	0.0
OG_0001500	0.0	33.895	0.0	8.63	35.993	0.0	12.336	0.0	29.85	78.328	33.745	24.905
OG_0001502	425.312	199.316	161.749	642.91	710.952	614.326	203.508	866.576	830.703	559.379	373.202	741.435
OG_0001523	42.255	0.0	0.0	1004.168	0.0	0.0	0.0	3415.674	91.89	0.0	0.0	6713.58
OG_0001525	0.0	1.0	0.0	0.0	160.696	0.0	0.0	16.531	0.0	0.0	0.0	0.0
OG_0001537	0.0	0.0	5.336	4.504	0.0	0.0	1.0	3.437	0.0	7.0	4.618	0.0
OG_0001543	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
OG_0001613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001628	0.0	10.916	0.0	0.0	0.0	0.0	0.0	4.383	0.0	49.435	0.0	0.0
OG_0001629	454.048	55.77	28.301	54.37	1078.343	0.0	0.0	128.045	0.0	0.0	0.0	0.0
OG_0001630	0.0	0.0	0.0	117.393	207.105	0.0	105.169	0.0	121.603	0.0	234.085	63.117
OG_0001631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001632	234.38	0.0	0.0	0.0	251.6	0.0	0.0	0.0	238.935	3.613	1.0	0.0
OG_0001648	8.489	0.0	8.696	0.0	608.995	0.0	0.0	7.905	6.112	20.186	5.867	5.372
OG_0001700	55.238	0.0	2.0	17.562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001702	0.0	0.0	0.0	0.0	0.0	86.716	0.0	29.299	39.508	104.544	69.622	293.925
OG_0001705	0.0	3.813	62.293	0.0	0.0	4.08	91.028	11.027	0.0	0.0	98.398	0.0
OG_0001717	0.0	53.801	74.295	0.0	0.0	831.139	123.259	0.0	0.0	110.545	76.557	0.0
OG_0001917	0.0	0.0	0.0	0.0	86.902	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001923	0.0	0.0	0.0	0.0	0.0	12.941	5.458	0.0	0.0	0.0	6.893	0.0
OG_0001931	34.465	55.398	11.0	63.0	39.575	42.0	8.888	65.914	12.579	85.625	0.0	15.362
OG_0001936	310.917	0.0	0.0	0.0	295.966	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001937	357.728	1541.788	2752.038	531.853	281.046	11940.455	4346.791	271.422	673.974	3842.958	7397.067	543.347
OG_0001938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	468.406
OG_0001940	0.0	0.0	0.0	83.722	350.054	146.853	0.0	112.771	0.0	586.749	0.0	461.317
OG_0001941	0.0	1.262	0.0	0.0	0.0	4.423	0.0	0.0	1.795	0.0	2.632	1.541
OG_0001942	0.0	0.0	0.0	1.0	4.307	0.0	1.077	0.0	0.0	0.0	0.0	0.992
OG_0001946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001952	583.781	184.045	284.476	204.323	747.947	239.314	413.997	472.483	856.655	438.411	207.863	736.714
OG_0001953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001954	0.0	0.0	0.0	0.0	0.0	1.0	1.22	0.0	0.0	1.57	0.0	3.898
OG_0001959	0.0	0.0	0.0	0.0	2630.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001961	1103.315	0.0	16.0	0.0	2781.203	115.569	24.0	10.688	2516.192	48.166	51.0	0.0
OG_0001967	197.0	21.0	1.0	12.487	154.0	30.0	7.0	7.0	376.0	60.0	4.0	24.825
OG_0001973	0.0	125.37	40.288	134.48	37.245	53.884	364.04	461.888	0.0	24.386	0.0	225.551
OG_0001976	26.0	2.0	0.0	6.0	40.0	4.0	1.0	16.0	35.0	11.0	0.0	13.0
OG_0001977	103.788	2.0	0.0	22.568	103.124	4.0	4.0	76.72	181.066	4.674	0.0	19.504
OG_0001978	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
OG_0001979	4.734	0.0	0.0	0.0	24.651	0.0	0.0	0.0	14.494	0.0	0.0	0.0
OG_0001980	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001981	197.0	0.0	4994.236	0.0	0.0	0.0	4557.25	0.0	5.0	14.0	0.0	0.0
OG_0001983	0.0	0.0	2.0	0.0	3.0	2.0	2.0	0.0	5.0	14.0	0.0	2.0
OG_0001984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0001985	0.0	0.0	8.035	0.0	0.0	0.0	35.266	0.0	0.0	0.0	7.408	0.0
OG_0001986	163.337	0.0	7.797	71.271	0.0	0.0	24.148	0.0	0.0	121.761	16.272	0.0
OG_0001988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0002013	734.889	0.0	0.0	0.0	0.0	74.951	0.0	0.0	0.0	450.978	0.0	0.0
OG_0002016	32.0	1.0	0.0	1.109	59.194	0.0	0.0	2.0	102.102	5.0	0.0	2.0
OG_0002018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.5
OG_0002019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0002020	0.0	0.0	0.75	0.25	0.0	0.0	0.0	0.0	0.0	1.75	0.0	0.0
OG_0002021	0.0	0.0	0.0	0.0	537.366	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0002022	15.589	0.0	0.0	10.596	0.0	19.301	304.669	0.0	0.0	0.0	0.0	0.0
OG_0002029	818.0	0.0	1.0	3.0	1752.0	0.0	0.0	0.0	1803.0	6.0	0.0	7.0
OG_0002030	316.56	0.0	0.0	28.85	49.661	0.0	0.0	0.0	928.48	0.0	0.0	0.0
OG_0002033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0002034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0002035	0.0	2653.503	0.0	0.0	43.374	31.461	0.0	0.0	92.0	2388.0	0.0	23.0
OG_0002036	0.0	0.0	0.0	13.271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0002038	0.0	0.0	5.783	0.0	27.033	0.0	0.0	0.0	15.818	1.006	2.0	0.0
OG_0002059	0.0	0.0	0.0	4.015	0.0	0.0	0.0	0.0	7.334	0.0	0.0	6.013
OG_0002090	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0002096	601.888	216.0	62.922	112.87	1217.5529999999999	0.0	0.0	274.415	1009.511	323.098	119.332	181.83
OG_0002097	0.0	30.73	0.0	114.829	105.942	0.0	0.0	330.55	594.052	467.286	20.0	203.857
OG_0002135	2.0	25.0	130.0	12.0	1.0	13.0	213.0	0.0	9.0	30.447	59.0	9.0
OG_0002136	98.878	255.427	169.063	275.559	34.236	68.69	141.258	214.586	26.092	626.949	31.164	210.35
OG_0002140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.798	0.0	0.0	0.0	0.0
