OG	thaBer01_Brain	thaBer01_Heart	thaBer01_Liver	thaBer01_Muscle	thaBer02_Brain	thaBer02_Heart	thaBer02_Liver	thaBer02_Muscle	thaBer03_Brain	thaBer03_Heart	thaBer03_Liver	thaBer03_Muscle
OG_0009992	0.0	1.0	0.0	0.0	36.856	3.0	0.0	2.0	33.516	0.0	0.0	0.0
OG_0009994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0009995	49.383	0.0	0.0	0.0	288.443	0.0	1.876	0.0	309.612	9.628	0.0	0.0
OG_0009998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010000	897.63	188.127	767.81	248.51	1433.098	140.606	1679.911	272.216	1684.952	619.45	421.837	775.895
OG_0010001	419.474	99.249	127.251	147.397	912.625	58.012	198.435	167.395	752.655	95.879	58.038	110.876
OG_0010002	0.0	0.0	117.95	65.064	0.0	24.782	135.02	80.528	0.0	191.78	0.0	82.034
OG_0010003	0.0	39.476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010007	278.796	102.41	0.0	511.562	904.121	216.987	482.998	637.582	1144.639	557.154	245.831	677.806
OG_0010008	0.0	0.0	0.0	198.18	0.0	222.12599999999998	892.149	752.129	0.0	0.0	0.0	1858.943
OG_0010010	257.0	166.081	325.0	262.0	604.0	168.0	574.0	621.0	344.0	348.045	185.055	550.0
OG_0010014	23.0	20.0	36.0	42.0	43.0	23.0	40.0	26.0	30.0	71.0	118.0	32.0
OG_0010017	47.534	21.844	24.784	0.0	25.14	0.0	0.0	0.0	0.0	36.112	0.0	35.51
OG_0010029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010030	626.685	0.0	0.0	0.0	1218.938	0.0	1.0	1.0	498.836	5.0	0.0	2.0
OG_0010033	1389.0	89.0	209.0	233.0	1843.0	41.0	440.0	78.0	1983.0	254.0	273.0	157.0
OG_0010034	33.0	1.0	152.0	0.0	62.0	8.0	173.0	1.0	88.0	3.0	26.0	0.0
OG_0010035	0.0	0.0	0.0	0.5	66.0	0.0	1.5	0.0	67.0	0.5	3.654	0.0
OG_0010036	0.0	0.0	0.0	10.0	80.0	3.0	508.79	6.5	162.942	0.0	310.628	1.5
OG_0010040	56.248	0.0	0.0	0.0	108.689	0.0	3.758	0.0	54.757	0.0	8.0	0.0
OG_0010041	121.936	12.0	5.0	27.535	339.117	0.0	0.0	28.653	165.557	12.926	0.0	34.177
OG_0010044	0.0	0.0	0.0	0.0	80.507	0.0	0.0	0.0	59.523	6.456	0.0	0.0
OG_0010049	117.626	101.464	124.98	71.98	209.969	22.128	91.762	92.441	121.378	110.788	31.8	265.818
OG_0010050	35.671	64.624	0.0	81.289	193.149	66.485	0.0	0.0	159.387	0.0	0.0	179.681
OG_0010051	60.0	0.0	14.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	145.0
OG_0010052	78.747	2.0	0.0	0.0	32.335	3.0	0.0	2.0	99.392	18.423	0.0	0.0
OG_0010053	10.0	0.0	0.0	3.0	9.0	3.0	2.0	5.0	13.0	5.0	1.0	6.0
OG_0010054	2.978	0.0	0.0	6.904	16.988	42.624	5.8	14.953	21.582	34.625	8.328	45.305
OG_0010060	2.0	0.0	0.0	5.0	3.0	2.0	1.0	0.0	1.0	0.0	0.0	3.0
OG_0010065	701.0	0.0	0.0	0.0	1552.0	0.0	0.0	0.0	935.0	0.0	1.0	1.0
OG_0010066	116.726	0.0	1.0	113.754	231.743	0.0	0.0	24.806	180.279	0.0	6.0	44.233
OG_0010067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010071	0.0	0.0	0.0	0.0	0.0	15.874	0.0	0.0	0.0	2.952	0.0	6.567
OG_0010072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010074	20.392	1.0	0.0	0.0	318.118	0.0	0.0	0.0	398.074	0.0	0.0	0.0
OG_0010075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010076	132.354	0.0	0.0	0.0	364.366	0.0	0.0	0.0	418.331	0.0	0.0	0.0
OG_0010078	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010079	74.314	56.186	541.834	113.679	44.678	94.0	426.732	81.0	54.034	359.69	596.29	41.252
OG_0010080	44.0	15.0	0.0	12.0	58.0	2.0	0.0	4.0	75.0	18.0	0.0	3.0
OG_0010086	8.955	5.19	18.665	3.389	12.458	8.718	31.404	17.18	16.704	12.771	5.572	4.389
OG_0010087	94.841	203.78	277.389	163.426	216.503	0.0	329.217	0.0	281.755	538.791	313.902	256.99
OG_0010088	488.0	391.0	159.0	632.0	905.0	148.0	207.994	595.0	1012.0	1034.0	214.0	1010.0
OG_0010090	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
OG_0010091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.353	0.0	0.0	2.531
OG_0010110	36.849000000000004	0.0	534.821	19.28	0.0	66.538	410.404	0.0	6.537	62.235	910.664	21.248
OG_0010118	0.0	0.0	22.895	9.005	0.0	0.0	0.0	11.519	0.0	0.0	0.0	11.775
OG_0010119	0.0	0.0	0.0	0.0	16.564	30.067	0.0	68.685	110.294	0.0	0.0	86.254
OG_0010125	0.0	4.586	4.539	10.66	0.0	0.0	18.131	10.37	39.233	22.399	39.082	21.443
OG_0010126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010131	0.0	19.544	0.0	0.0	78.548	30.454	0.0	0.0	422.043	2.665	0.0	0.0
OG_0010135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010150	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010152	0.0	29.0	13.0	10.875	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0
OG_0010154	13.065	0.0	15.231	0.0	0.0	0.0	0.0	26.612	0.0	0.0	0.0	0.0
OG_0010156	15.515	11.455	12.657	5.134	0.0	106.251	30.679	12.858	4.322	23.586	75.698	0.0
OG_0010157	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
OG_0010161	144.197	243.737	329.903	297.256	213.84	419.987	765.507	226.682	258.592	930.458	98.561	200.554
OG_0010162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
OG_0010163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.267	0.0	0.0	0.0
OG_0010164	4.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	22.0	0.0	0.0	0.0
OG_0010165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010166	12.0	7.0	2.0	5.0	16.0	1.0	0.0	1.0	13.0	4.0	2.0	2.0
OG_0010175	44.594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.698	0.0	0.0	20.896
OG_0010191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	389.959	353.494	223.588	0.0
OG_0010192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010195	199.0	6.0	3.0	25.0	47.0	21.0	9.0	19.0	117.0	12.0	21.0	2.186
OG_0010196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
OG_0010204	0.0	53.509	192.415	0.0	0.0	154.145	0.0	0.0	0.0	528.486	0.0	643.072
OG_0010206	0.0	0.0	0.0	0.0	0.0	29.673	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010208	143.615	100.444	57.394	120.815	345.687	286.865	104.009	126.68	305.361	299.188	283.485	235.981
OG_0010209	0.0	0.0	0.0	0.0	26.568	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010213	224.665	122.828	89.627	309.53	440.255	122.0	139.254	271.325	464.634	677.042	46.0	466.691
OG_0010217	0.0	0.0	76.484	62.377	0.0	17.849	39.173	91.0	0.0	146.896	19.565	196.18
OG_0010221	285.672	173.949	0.0	0.0	372.934	0.0	426.474	0.0	0.0	365.663	1057.278	0.0
OG_0010228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.608	0.0	0.0
OG_0010237	0.0	168.256	0.0	1282.194	302.437	1095.884	0.0	2905.004	422.637	704.049	0.0	2591.607
OG_0010240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.089
OG_0010243	2775.0	465.0	1828.0	767.39	4146.889	461.02	2487.752	752.574	5121.269	1485.0	660.0	1729.0
OG_0010245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.833	0.0	0.0	0.0
OG_0010250	248.0	54.0	329.0	134.0	309.0	62.0	654.0	69.0	338.0	254.0	127.0	135.0
OG_0010251	93.777	458.631	3.162	248.814	95.559	43.68	0.0	68.574	204.852	1111.233	0.0	172.8
OG_0010253	5.0	0.0	0.0	2.0	8.0	3.0	6.0	1.0	13.0	9.0	4.0	12.0
OG_0010254	2.0	0.0	0.0	0.0	12.0	2.0	8.0	2.0	0.0	2.0	0.0	0.0
OG_0010255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010264	46.838	0.0	0.0	0.0	10.015	7.231	14.479	0.0	80.29	24.513	0.0	0.0
OG_0010265	408.0	310.0	1366.0	740.0	582.0	628.0	2637.0	728.0	631.0	1413.0	1087.0	1442.0
OG_0010266	0.0	2.683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010275	25.396	31.023	0.0	22.994	60.937	12.162	0.0	0.0	43.958	0.0	36.466	82.162
OG_0010282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010285	0.0	0.0	0.0	0.0	134.851	0.0	142.659	0.0	0.0	0.0	0.0	0.0
OG_0010286	234.845	47.687	158.133	435.554	386.619	147.577	123.888	97.789	676.891	88.436	165.765	166.516
OG_0010290	0.0	0.0	0.0	0.0	0.0	20.303	0.0	0.0	0.0	0.0	0.0	17.477
OG_0010304	1423.303	0.0	0.0	0.333	2780.198	1.0	5.0	0.0	3169.6119999999996	0.0	291.271	0.0
OG_0010305	250.241	8.0	0.0	0.0	55.851	0.0	0.0	78.231	300.022	5.0	0.0	63.634
OG_0010311	837.974	0.0	0.0	12.0	2239.214	5.0	0.0	0.0	4229.145	1.959	0.0	0.0
OG_0010312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.071	0.0	0.0	0.0	0.0
OG_0010319	545.765	0.0	119.398	93.103	1483.451	0.0	0.0	0.0	1183.186	0.0	15.532	0.0
OG_0010323	9.544	0.0	1.0	1.766	0.0	1.626	2.479	5.0	2.407	31.422	0.0	4.171
OG_0010339	0.0	0.0	0.0	0.0	3.882	0.0	0.0	0.0	4.221	0.0	0.0	0.0
OG_0010340	1.544	2.75	0.0	10.875	0.0	0.0	1.231	12.103	4.807	1.654	3.615	0.0
OG_0010342	0.0	0.0	50.196	0.0	118.48	117.525	0.0	52.542	0.0	0.0	0.0	0.0
OG_0010343	0.0	897.498	0.0	3415.605	0.0	169.471	32.452	2545.368	0.0	1112.22	0.0	631.677
OG_0010345	0.0	0.0	720.343	0.0	0.0	0.0	1015.603	0.0	0.0	0.0	0.0	0.0
OG_0010353	0.0	0.0	0.0	1559.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010354	0.0	1078.307	0.0	2067.13	0.0	103.102	0.0	1262.848	0.0	1184.739	0.0	1076.309
OG_0010355	438.0	0.0	0.0	157.665	0.0	46.783	0.0	0.0	0.0	0.0	51.306	0.0
OG_0010359	1086.283	27.023	0.0	0.0	1628.066	0.0	28.37	10.676	1549.486	18.44	76.437	0.0
OG_0010362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.273	0.0	0.0	0.0	0.0
OG_0010370	1421.0	531.0	653.0	653.0	2457.0	135.0	975.0	473.0	3115.0	1801.0	461.0	847.0
OG_0010377	192.0	329.769	110.788	797.657	360.0	335.0	180.0	1131.614	360.0	1007.336	276.0	2876.373
OG_0010379	358.94	514.893	0.0	415.073	791.282	263.715	99.823	232.126	586.497	836.031	401.329	222.264
OG_0010383	0.0	4.152	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010384	13.939	38.182	0.0	593.827	0.0	8.438	0.0	757.764	0.0	347.741	0.0	816.118
OG_0010387	0.0	0.0	0.0	1.993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010389	35.059	0.0	2.642	0.0	185.285	0.0	0.0	0.0	123.706	4.765	0.0	0.0
OG_0010393	25.0	7.614	709.0	107.821	14.0	66.0	753.0	34.0	16.0	20.0	336.0	91.0
OG_0010395	113.795	42.836	18.973	122.043	245.973	28.08	84.676	178.029	415.03099999999995	106.28399999999999	38.315	318.879
OG_0010398	640.0	173.794	517.0	527.888	663.652	106.367	601.0	341.0	1099.0	754.0	320.0	352.0
OG_0010399	30.0	31.838	3.0	22.0	30.0	3.0	15.0	21.781	24.0	58.0	4.0	64.025
OG_0010400	0.0	0.0	0.0	0.0	49.208	571.866	0.0	73.119	88.949	113.012	114.253	0.0
OG_0010405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010412	79.346	113.531	0.0	28.608	170.311	138.185	45.573	55.983	179.201	207.406	100.835	139.752
OG_0010414	280.51	0.0	292.308	387.622	282.67	0.0	393.794	259.452	383.644	232.54	96.248	300.432
OG_0010416	0.0	0.0	0.0	0.0	36.0	23.0	0.0	28.0	0.0	0.0	0.0	15.0
OG_0010420	503.739	0.0	0.0	0.0	14.47	7.403	106.143	0.0	12.759	188.897	2.58	87.952
OG_0010421	0.0	0.0	0.0	0.0	0.0	0.0	23.109	0.0	0.0	41.238	0.0	0.0
OG_0010434	0.0	198.277	25.473	92.874	213.802	0.0	36.426	44.286	0.0	295.678	4.0	291.059
OG_0010437	769.817	779.602	1335.539	998.415	1225.898	580.324	2259.317	1351.349	1188.533	1807.146	936.324	1158.413
OG_0010441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010450	0.0	0.0	0.0	76.994	7.365	71.695	173.61	26.094	42.588	203.165	82.599	42.919
OG_0010453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010455	0.0	0.0	0.0	7.572	4.47	0.0	0.0	0.0	0.0	0.0	0.0	4.512
OG_0010456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010475	76.48	9.239	6.0	21.311	88.717	2.414	5.0	59.275	78.08500000000001	59.554	1.381	53.082
OG_0010476	37.0	0.0	0.0	1.0	2.0	7.0	0.0	2.0	4.0	1.0	1.0	1.0
OG_0010478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010479	185.341	58.679	55.031	97.572	292.047	52.881	99.845	125.106	293.379	175.181	11.791	214.042
OG_0010482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010498	46.664	17.854	0.0	0.0	63.026	0.0	0.0	0.0	0.0	9.486	0.0	0.0
OG_0010504	17.665	0.0	94.257	55.0	0.0	0.0	0.0	0.0	0.0	0.0	186.0	0.0
OG_0010512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010516	0.0	0.0	0.0	0.0	2.191	12.393	0.0	1.651	0.0	0.0	0.0	0.0
OG_0010518	0.0	25.221	7.265	66.19	59.519	7.856	8.074	108.71	29.486	62.102	24.3	119.272
OG_0010521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010522	0.0	0.0	229.399	0.0	828.0	0.0	323.0	405.465	893.0	534.702	0.0	635.508
OG_0010525	0.0	0.0	0.0	675.481	0.0	0.0	0.0	1894.515	223.0	404.479	0.0	1672.701
OG_0010529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010532	357.0	619.0	194.0	177.0	541.0	114.898	345.0	105.078	613.0	1135.0	97.0	260.0
OG_0010533	0.0	0.0	38.006	79.192	51.971	0.0	18.601	0.0	0.0	68.273	13.773	0.0
OG_0010555	957.0	262.0	868.0	553.0	1506.0	300.4	1384.0	859.862	1669.0	775.0	246.0	1285.608
OG_0010557	400.106	117.298	350.067	88.942	950.682	386.182	528.266	701.846	1221.285	628.193	669.484	364.562
OG_0010558	994.455	488.636	589.896	1358.923	1796.518	690.567	915.73	1665.21	1887.772	1603.875	1007.47	1969.018
OG_0010559	11.202	0.0	0.0	8.8	11.775	0.0	26.215	0.0	5.961	13.042	21.216	3.868
OG_0010561	55.754	0.0	0.0	29.624	144.871	19.263	0.259	0.0	0.25	0.0	0.0	0.0
OG_0010562	5.402	60.751	11.857	2.191	15.17	470.685	18.359	46.398	15.035	91.792	21.775	18.313
OG_0010569	705.0	192.0	592.0	202.0	993.0	384.0	900.0	119.0	1138.0	711.0	739.0	224.0
OG_0010573	413.534	763.074	315.041	1141.704	782.9129999999999	330.469	529.217	1263.736	768.7260000000001	2493.471	852.122	1963.4750000000001
OG_0010584	64.54	54.505	0.0	0.0	209.922	8.567	106.629	43.615	0.0	0.0	0.0	0.0
OG_0010589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010590	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010616	1.0	1.0	0.0	6.0	1.0	1.0	1.0	26.0	1.325	2.039	0.0	11.997
OG_0010617	4.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010620	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010621	7.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	2.0
OG_0010622	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010629	0.0	0.0	0.0	29.676	0.0	96.42	50.01	51.62	0.0	0.0	28.375	0.0
OG_0010630	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	11.0
OG_0010632	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	291.861	0.0	0.0	0.0
OG_0010633	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010640	167.0	0.0	0.0	0.0	365.0	0.0	0.0	0.0	328.0	0.0	0.0	0.0
OG_0010641	0.0	0.0	0.0	0.0	110.688	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010643	0.0	0.0	2.0	0.0	0.0	2.081	0.0	0.0	0.0	0.0	2.016	0.0
OG_0010644	42.626	52.774	0.0	0.0	0.0	50.483	1.0	26.899	0.0	121.006	0.0	10.535
OG_0010645	1425.594	0.0	0.0	23.259	2830.143	50.481	32.695	49.82	2551.301	65.107	0.0	33.254
OG_0010648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010650	0.0	0.0	0.0	2.43	0.0	5.061	2.275	0.0	3.899	0.0	2.126	0.0
OG_0010653	0.0	0.0	0.0	0.0	0.0	18.583	0.0	8.594	246.799	0.0	0.0	0.0
OG_0010655	26.603	21.355	88.0	40.135	0.0	47.262	54.138	4.795	0.0	63.453	52.619	23.821
OG_0010656	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010657	2.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0
OG_0010660	4.737	0.0	0.0	0.0	2.911	0.0	0.0	0.0	6.65	0.0	0.0	0.0
OG_0010661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010662	0.0	0.0	0.0	4.0	9.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
OG_0010663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
OG_0010664	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	12.0	0.0	0.0
OG_0010665	6.0	3.0	6.632	0.0	4.0	0.0	0.0	2.0	7.0	11.0	0.0	1.0
OG_0010668	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010672	0.0	224.371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	459.991	0.0	471.432
OG_0010674	0.0	0.0	2.078	0.0	88.583	0.0	0.0	0.0	0.0	0.0	3.0	0.0
OG_0010677	318.865	0.0	128.531	0.0	777.223	0.0	84.278	0.0	412.855	0.0	0.0	4.0
OG_0010678	0.0	4.756	8.989	55.924	0.0	5.947	16.142	44.309	0.0	63.772	0.0	39.14
OG_0010681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010693	0.0	34.0	65.0	0.0	3.5	0.0	190.0	30.0	0.0	136.0	293.0	67.0
OG_0010707	0.0	0.0	18.305	15.989	38.156	0.0	37.9	0.0	16.479	0.0	21.011	4.957
OG_0010709	0.0	0.0	0.0	0.0	24.598	0.0	0.0	2.616	0.0	0.0	0.0	0.0
OG_0010710	1041.0	162.466	0.0	0.0	1184.22	0.0	0.0	0.0	1504.34	594.271	322.273	256.988
OG_0010713	132.0	847.0	75.0	312.0	199.0	1157.583	150.0	597.0	203.0	2658.0	68.0	450.0
OG_0010714	3189.0	2836.0	1882.0	1549.272	5911.0	965.263	3371.0	1461.676	7482.0	3823.631	1803.0	2471.434
OG_0010716	43.635	52.788	9.905	60.928	0.0	19.167	28.755	53.545	0.0	0.0	0.0	57.623
OG_0010723	0.0	5.118	37.777	14.959	0.0	0.0	36.365	14.105	0.0	22.324	0.0	0.0
OG_0010726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.091	0.0	0.0	0.0
OG_0010740	0.0	0.0	0.0	0.0	0.0	38.113	176.824	37.521	233.785	190.644	0.0	56.918
OG_0010743	1761.926	1903.0	11339.096	1810.755	1946.703	866.0	14941.703	1353.678	2097.746	4085.304	2129.491	1584.432
OG_0010745	196.243	102.162	440.987	406.136	471.923	144.599	748.087	251.919	403.677	396.711	805.177	622.287
OG_0010754	45.067	6.0	11.0	7.9	53.252	6.113	15.698	11.201	108.795	12.369	5.236	2.649
OG_0010760	480.953	0.0	1.0	2.0	653.453	0.0	0.0	0.0	573.469	0.0	0.0	0.0
OG_0010761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010792	103.735	0.0	0.0	0.0	5.0	0.0	0.0	1.0	247.188	0.0	0.0	615.049
OG_0010793	6.288	58.142	0.0	56.93	21.898	15.369	3.643	55.616	15.501	68.718	0.0	24.325
OG_0010795	38.237	21.336	9.312	5.059	51.188	9.557	19.808	7.476	33.982	63.145	16.47	19.556
OG_0010806	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	4.0
OG_0010808	39.0	2.0	0.0	2.0	2.0	2.0	3.0	21.0	5.0	8.0	1.0	12.0
OG_0010809	0.0	0.0	0.0	0.0	224.341	0.0	0.0	0.0	70.338	0.0	0.0	0.0
OG_0010817	0.0	0.0	1.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	2.0	0.0
OG_0010818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010819	3.0	0.0	1.0	2.0	4.0	4.0	2.0	3.0	9.0	4.0	5.0	4.0
OG_0010822	0.0	0.0	0.0	168.543	379.279	50.0	0.0	241.571	0.0	0.0	0.0	0.0
OG_0010824	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	20.0	0.0
OG_0010827	0.0	73.682	0.0	0.0	0.0	0.0	0.0	12.818	0.0	232.26	0.0	153.346
OG_0010832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010833	116.306	7.0	15.538	33.942	179.539	14.0	47.636	5.677	240.978	51.568	68.466	30.66
OG_0010837	0.0	2.679	0.0	2.538	0.0	1.733	0.0	0.0	6.282	0.0	0.0	0.0
OG_0010841	0.0	0.0	0.0	0.0	0.0	397.863	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010846	107.715	2.0	0.0	16.351	0.0	0.0	2.5	20.71	66.655	39.976	0.0	0.0
OG_0010847	50.0	26.0	33.0	38.72	18.0	29.0	41.0	18.0	49.0	93.109	89.059	42.0
OG_0010848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010849	466.0	448.747	0.0	2100.0	347.088	698.0	96.511	1987.0	1273.0	5020.919	228.0	2063.727
OG_0010850	232.0	210.0	179.0	360.0	227.0	93.708	313.0	351.0	312.0	843.0	136.0	658.0
OG_0010851	528.0	122.0	226.0	307.0	818.0	290.0	343.0	345.0	946.0	363.0	427.0	420.0
OG_0010853	603.329	230.163	145.468	93.413	846.031	254.303	204.043	56.996	1148.652	480.7	129.889	96.41
OG_0010856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OG_0010857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
