"Tissue","OG","n_pairs","Pairs","gene_name","name_source"
"Brain","OG_0008502",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","DIRAS2","taeGut_geneID"
"Brain","OG_0008533",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","DLAT","taeGut_geneID"
"Brain","OG_0008540",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","NADK","taeGut_geneID"
"Brain","OG_0008547",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","RNFT1","parsed_from_gene_id"
"Brain","OG_0008578",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CHN2","galGal_geneID"
"Brain","OG_0008619",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","Dpp6","parsed_from_gene_id"
"Brain","OG_0008673",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","CLMN","taeGut_geneID"
"Brain","OG_0008683",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","MYADML2","galGal_geneID"
"Brain","OG_0008711",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC100226706","taeGut_geneID"
"Brain","OG_0008750",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","ARHGAP8","galGal_geneID"
"Brain","OG_0008753",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","DNASE2B","taeGut_geneID"
"Brain","OG_0008802",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PTPN23","taeGut_geneID"
"Brain","OG_0008804",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","QSOX1","taeGut_geneID"
"Brain","OG_0008823",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","CDS2","galGal_geneID"
"Brain","OG_0008935",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","STOML1","galGal_geneID"
"Brain","OG_0008967",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","SGPP1","taeGut_geneID"
"Brain","OG_0008979",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","NPEPL1","taeGut_geneID"
"Brain","OG_0009047",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PPM1F","taeGut_geneID"
"Brain","OG_0009146",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","ZBTB33","taeGut_geneID"
"Brain","OG_0009198",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","DDX47","taeGut_geneID"
"Brain","OG_0009273",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ZBED4","taeGut_geneID"
"Brain","OG_0009337",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","SLC38A7","taeGut_geneID"
"Brain","OG_0009345",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PRMT8","taeGut_geneID"
"Brain","OG_0009370",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","Extl2","parsed_from_gene_id"
"Brain","OG_0009418",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","SYT11","taeGut_geneID"
"Brain","OG_0009423",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","BTG1","taeGut_geneID"
"Brain","OG_0009424",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","BTG2","taeGut_geneID"
"Brain","OG_0009546",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","HAUS6","taeGut_geneID"
"Brain","OG_0009558",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","MMRN2","taeGut_geneID"
"Brain","OG_0009564",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","SOX8","taeGut_geneID"
"Brain","OG_0009573",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ZNF366","taeGut_geneID"
"Brain","OG_0009617",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","SYNGR1","taeGut_geneID"
"Brain","OG_0009747",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","MYBBP1A","taeGut_geneID"
"Brain","OG_0009752",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","SRBD1","taeGut_geneID"
"Brain","OG_0009755",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","YPEL5","taeGut_geneID"
"Brain","OG_0009791",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","P2RY12","taeGut_geneID"
"Brain","OG_0009818",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","MOXD1","taeGut_geneID"
"Brain","OG_0009826",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CCDC82","taeGut_geneID"
"Brain","OG_0009850",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CLTB","taeGut_geneID"
"Brain","OG_0009921",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","LOC100218404","taeGut_geneID"
"Brain","OG_0009923",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","ELK3","taeGut_geneID"
"Brain","OG_0009929",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","KLHL36","taeGut_geneID"
"Brain","OG_0010052",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","LRRC3B","parsed_from_gene_id"
"Brain","OG_0010066",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","RTN4R","taeGut_geneID"
"Brain","OG_0010080",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","C2CD4C","taeGut_geneID"
"Brain","OG_0010208",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","MED16","taeGut_geneID"
"Brain","OG_0010319",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","BAHD1","taeGut_geneID"
"Brain","OG_0010355",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","PPIG","taeGut_geneID"
"Brain","OG_0010389",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","LIN7A","taeGut_geneID"
"Brain","OG_0010399",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","PHOSPHO2","taeGut_geneID"
"Brain","OG_0010456",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PEDS1","taeGut_geneID"
"Brain","OG_0010516",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","SNX11","galGal_geneID"
"Brain","OG_0010522",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","SGSM3","taeGut_geneID"
"Brain","OG_0010525",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","TMEM38B","taeGut_geneID"
"Brain","OG_0010641",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","NEUROD6","taeGut_geneID"
"Brain","OG_0010648",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PAG1","taeGut_geneID"
"Brain","OG_0010653",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","KCNS1","taeGut_geneID"
"Brain","OG_0010685",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","TSPAN14","taeGut_geneID"
"Brain","OG_0010743",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","HSD17B4","taeGut_geneID"
"Brain","OG_0010809",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","FAM168B","taeGut_geneID"
"Brain","OG_0010822",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","FAM222A","taeGut_geneID"
"Brain","OG_0010832",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","TAF1B","taeGut_geneID"
"Brain","OG_0010849",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","VWF","parsed_from_gene_id"
"Brain","OG_0010950",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","NRP1","taeGut_geneID"
"Brain","OG_0010976",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","NCAM1","taeGut_geneID"
"Brain","OG_0011031",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","DLX5","taeGut_geneID"
"Brain","OG_0011033",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","DLX2","taeGut_geneID"
"Brain","OG_0011045",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","FAS","galGal_geneID"
"Brain","OG_0011046",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","UACA","taeGut_geneID"
"Brain","OG_0011049",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","SP9","taeGut_geneID"
"Brain","OG_0011062",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","SMARCE1","taeGut_geneID"
"Brain","OG_0011131",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","GLRX2","taeGut_geneID"
"Brain","OG_0011356",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LMCD1","taeGut_geneID"
"Brain","OG_0011374",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","AIMP1","taeGut_geneID"
"Brain","OG_0011379",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","NCKIPSD","taeGut_geneID"
"Brain","OG_0011422",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","ABHD6","taeGut_geneID"
"Brain","OG_0011463",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","LUZP2","taeGut_geneID"
"Brain","OG_0011466",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","GZF1","taeGut_geneID"
"Brain","OG_0011511",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","COPS7A","taeGut_geneID"
"Brain","OG_0011516",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","FAHD1","taeGut_geneID"
"Brain","OG_0011559",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","ARHGEF9","parsed_from_gene_id"
"Brain","OG_0011576",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","EBI3","taeGut_geneID"
"Brain","OG_0011728",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","CNDP2","taeGut_geneID"
"Brain","OG_0011737",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","LOC769486","galGal_geneID"
"Brain","OG_0011772",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","BCL6","taeGut_geneID"
"Brain","OG_0011800",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","POLR2F","taeGut_geneID"
"Brain","OG_0011818",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","RINT1","taeGut_geneID"
"Brain","OG_0011821",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","KPNB1","taeGut_geneID"
"Brain","OG_0011849",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","ARPC1A","taeGut_geneID"
"Brain","OG_0011913",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","DDX20","taeGut_geneID"
"Brain","OG_0011966",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ADAM19","taeGut_geneID"
"Brain","OG_0011981",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","POLE3","parsed_from_gene_id"
"Brain","OG_0011999",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","APCDD1L","taeGut_geneID"
"Brain","OG_0012068",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","SEC61A1","taeGut_geneID"
"Brain","OG_0012106",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","TGS1","taeGut_geneID"
"Brain","OG_0012141",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","GPR27","taeGut_geneID"
"Brain","OG_0012180",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","INSIG2","taeGut_geneID"
"Brain","OG_0012210",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","CERS1","taeGut_geneID"
"Brain","OG_0012224",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","BZW2","taeGut_geneID"
"Brain","OG_0012238",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","stringtie_mRNA_16532","parsed_from_gene_id"
"Brain","OG_0012244",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","HROB","taeGut_geneID"
"Brain","OG_0012304",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","FASTK","taeGut_geneID"
"Brain","OG_0012357",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","ELMOD1","taeGut_geneID"
"Brain","OG_0012371",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","LOC100221050","taeGut_geneID"
"Brain","OG_0012420",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","C10orf88","galGal_geneID"
"Brain","OG_0012469",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","NYX","taeGut_geneID"
"Brain","OG_0012471",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","H1-0","taeGut_geneID"
"Brain","OG_0012478",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC100225322","taeGut_geneID"
"Brain","OG_0012479",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","IPMK","taeGut_geneID"
"Brain","OG_0012519",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC100224067","taeGut_geneID"
"Brain","OG_0012527",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","SERHL2","taeGut_geneID"
"Brain","OG_0012543",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PSMD2","taeGut_geneID"
"Brain","OG_0012554",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","TRAPPC11","taeGut_geneID"
"Brain","OG_0012568",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ASS1","taeGut_geneID"
"Brain","OG_0012608",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","SPRY3","parsed_from_gene_id"
"Brain","OG_0012623",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","KCNK13","taeGut_geneID"
"Brain","OG_0012647",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","SETD9","taeGut_geneID"
"Brain","OG_0012694",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","TMEM14A","taeGut_geneID"
"Brain","OG_0012696",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","LOC100190710","taeGut_geneID"
"Brain","OG_0012795",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","FABP3","taeGut_geneID"
"Brain","OG_0012807",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","VWC2","taeGut_geneID"
"Brain","OG_0012898",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","WDR3","taeGut_geneID"
"Brain","OG_0012942",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CCDC170","galGal_geneID"
"Brain","OG_0012960",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","FAM210A","taeGut_geneID"
"Brain","OG_0012989",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC751995","taeGut_geneID"
"Brain","OG_0013081",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","COPS5","taeGut_geneID"
"Brain","OG_0013118",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","TMEM164","taeGut_geneID"
"Brain","OG_0013120",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","ALAD","taeGut_geneID"
"Brain","OG_0013131",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","stringtie_mRNA_55727","parsed_from_gene_id"
"Brain","OG_0013141",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","GORASP1","taeGut_geneID"
"Brain","OG_0013152",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","C14H8orf33","taeGut_geneID"
"Brain","OG_0013153",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LSP1","taeGut_geneID"
"Brain","OG_0013220",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","KNOP1","taeGut_geneID"
"Brain","OG_0013222",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","GPR107","taeGut_geneID"
"Brain","OG_0013251",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","TMEM19","taeGut_geneID"
"Brain","OG_0013253",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","stringtie_mRNA_16056","parsed_from_gene_id"
"Brain","OG_0013273",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","C2H7orf25","taeGut_geneID"
"Brain","OG_0013287",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","SEMA4B","taeGut_geneID"
"Brain","OG_0013452",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","TMEM9B","taeGut_geneID"
"Brain","OG_0013476",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","RWDD2A","taeGut_geneID"
"Brain","OG_0013498",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","RNF14","taeGut_geneID"
"Brain","OG_0013528",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","GCNA","taeGut_geneID"
"Brain","OG_0013547",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","KIAA0408","taeGut_geneID"
"Brain","OG_0013594",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","LAPTM4B","taeGut_geneID"
"Brain","OG_0013597",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","MPHOSPH8","taeGut_geneID"
"Brain","OG_0013618",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","GDA","galGal_geneID"
"Brain","OG_0013629",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","ESD","taeGut_geneID"
"Brain","OG_0013649",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","PNPT1","taeGut_geneID"
"Brain","OG_0013682",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","CORO1B","taeGut_geneID"
"Brain","OG_0013756",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","GTF3C4","taeGut_geneID"
"Brain","OG_0013888",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","VWA1","taeGut_geneID"
"Brain","OG_0013930",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","TMX4","taeGut_geneID"
"Brain","OG_0013941",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","GABARAPL1","taeGut_geneID"
"Brain","OG_0013965",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","PMS2","taeGut_geneID"
"Brain","OG_0013979",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","COQ6","taeGut_geneID"
"Brain","OG_0013980",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","COQ6","taeGut_geneID"
"Brain","OG_0013984",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC100222387","taeGut_geneID"
"Brain","OG_0014040",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","RASL11A","galGal_geneID"
"Brain","OG_0014124",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LDLRAP1","taeGut_geneID"
"Brain","OG_0014167",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","ITFG1","taeGut_geneID"
"Brain","OG_0014178",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","TYW3","taeGut_geneID"
"Brain","OG_0014222",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","SLC25A22","taeGut_geneID"
"Brain","OG_0014224",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","SLC25A20","taeGut_geneID"
"Brain","OG_0014225",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","SLC25A29","taeGut_geneID"
"Brain","OG_0014321",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","NCBP3","taeGut_geneID"
"Brain","OG_0014402",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","MAEA","taeGut_geneID"
"Brain","OG_0014483",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","RPS6KL1","taeGut_geneID"
"Brain","OG_0014516",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","PLA2G12A","taeGut_geneID"
"Brain","OG_0014540",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","POLR1E","taeGut_geneID"
"Brain","OG_0014629",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","MEIS1","parsed_from_gene_id"
"Brain","OG_0014646",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","ARPC4","taeGut_geneID"
"Brain","OG_0014657",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","GPR162","taeGut_geneID"
"Brain","OG_0014720",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","TAF7L","taeGut_geneID"
"Brain","OG_0014723",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ANKEF1","taeGut_geneID"
"Brain","OG_0014726",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","PDCL","taeGut_geneID"
"Brain","OG_0014739",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","UTP3","taeGut_geneID"
"Brain","OG_0014762",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","RPA1","taeGut_geneID"
"Brain","OG_0014791",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","UTP4","taeGut_geneID"
"Brain","OG_0014855",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","stringtie_mRNA_48930","parsed_from_gene_id"
"Brain","OG_0014868",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","RNF25","taeGut_geneID"
"Brain","OG_0014910",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","KLF10","taeGut_geneID"
"Brain","OG_0014945",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","TLNRD1","taeGut_geneID"
"Brain","OG_0014951",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","TSG101","taeGut_geneID"
"Brain","OG_0014952",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","ANAPC5","taeGut_geneID"
"Brain","OG_0014959",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","CNIH3","taeGut_geneID"
"Brain","OG_0014979",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","RNASET2","taeGut_geneID"
