"Tissue","OG","n_pairs","Pairs","gene_name","name_source"
"Heart","OG_0010923",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","PITRM1","taeGut_geneID"
"Heart","OG_0011125",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","TMEM131","parsed_from_gene_id"
"Heart","OG_0011259",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","RPN2","taeGut_geneID"
"Heart","OG_0011384",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","WASHC5","taeGut_geneID"
"Heart","OG_0011422",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","ABHD6","taeGut_geneID"
"Heart","OG_0011454",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","GLIS2","taeGut_geneID"
"Heart","OG_0011456",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","ZBTB41","taeGut_geneID"
"Heart","OG_0011466",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","GZF1","taeGut_geneID"
"Heart","OG_0011507",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","HEXA","taeGut_geneID"
"Heart","OG_0011511",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","COPS7A","taeGut_geneID"
"Heart","OG_0011518",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","PCYOX1","taeGut_geneID"
"Heart","OG_0011601",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","MMRN1","taeGut_geneID"
"Heart","OG_0011670",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","VPS18","taeGut_geneID"
"Heart","OG_0011700",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","FARSB","taeGut_geneID"
"Heart","OG_0011755",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","KLF4","taeGut_geneID"
"Heart","OG_0011798",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","PKDCC","taeGut_geneID"
"Heart","OG_0011806",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ENDOG","taeGut_geneID"
"Heart","OG_0011810",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","GOLPH3L","taeGut_geneID"
"Heart","OG_0011814",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","LRR1","taeGut_geneID"
"Heart","OG_0011849",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","ARPC1A","taeGut_geneID"
"Heart","OG_0011850",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ARPC1B","taeGut_geneID"
"Heart","OG_0011999",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","APCDD1L","taeGut_geneID"
"Heart","OG_0012029",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","COMT","taeGut_geneID"
"Heart","OG_0012113",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC140680217","taeGut_geneID"
"Heart","OG_0012238",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","stringtie_mRNA_16532","parsed_from_gene_id"
"Heart","OG_0012242",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","PRSS23","taeGut_geneID"
"Heart","OG_0012267",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","C5H11orf24","taeGut_geneID"
"Heart","OG_0012334",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","EARS2","taeGut_geneID"
"Heart","OG_0012426",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","PPP1R3G","taeGut_geneID"
"Heart","OG_0012471",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","H1-0","taeGut_geneID"
"Heart","OG_0012478",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","LOC100225322","taeGut_geneID"
"Heart","OG_0012533",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","NUDC","taeGut_geneID"
"Heart","OG_0012543",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PSMD2","taeGut_geneID"
"Heart","OG_0012574",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","AGPS","taeGut_geneID"
"Heart","OG_0012591",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","AR","taeGut_geneID"
"Heart","OG_0012594",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","SOCS5","taeGut_geneID"
"Heart","OG_0012608",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","SPRY3","parsed_from_gene_id"
"Heart","OG_0012610",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","BMPR1A","taeGut_geneID"
"Heart","OG_0012636",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","TAF3","taeGut_geneID"
"Heart","OG_0012682",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","VPS53","taeGut_geneID"
"Heart","OG_0012693",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","FBXO9","taeGut_geneID"
"Heart","OG_0012694",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","TMEM14A","taeGut_geneID"
"Heart","OG_0012701",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CHORDC1","taeGut_geneID"
"Heart","OG_0012795",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","FABP3","taeGut_geneID"
"Heart","OG_0012804",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","GJA5","taeGut_geneID"
"Heart","OG_0012822",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","SERPIND1","taeGut_geneID"
"Heart","OG_0012835",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC100220412","taeGut_geneID"
"Heart","OG_0012843",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","JARID2","taeGut_geneID"
"Heart","OG_0012859",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","RALBP1","galGal_geneID"
"Heart","OG_0012899",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","VWA8","parsed_from_gene_id"
"Heart","OG_0013035",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","ABRA","taeGut_geneID"
"Heart","OG_0013079",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","DUSP6","taeGut_geneID"
"Heart","OG_0013150",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","SHB","taeGut_geneID"
"Heart","OG_0013153",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","LSP1","taeGut_geneID"
"Heart","OG_0013170",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","EGR1","taeGut_geneID"
"Heart","OG_0013202",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","FGF1","taeGut_geneID"
"Heart","OG_0013215",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","DGCR8","taeGut_geneID"
"Heart","OG_0013229",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","IPP","taeGut_geneID"
"Heart","OG_0013246",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","ARHGDIB","taeGut_geneID"
"Heart","OG_0013247",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","ARHGDIA","taeGut_geneID"
"Heart","OG_0013258",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ETFDH","taeGut_geneID"
"Heart","OG_0013273",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","C2H7orf25","taeGut_geneID"
"Heart","OG_0013298",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","ADAM11","taeGut_geneID"
"Heart","OG_0013354",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","YBX3","taeGut_geneID"
"Heart","OG_0013376",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","RARRES1","taeGut_geneID"
"Heart","OG_0013422",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","TNNC1","taeGut_geneID"
"Heart","OG_0013423",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CREBRF","taeGut_geneID"
"Heart","OG_0013474",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","LOC100228529","taeGut_geneID"
"Heart","OG_0013551",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","TMEM271","taeGut_geneID"
"Heart","OG_0013594",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","LAPTM4B","taeGut_geneID"
"Heart","OG_0013678",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","NABP1","taeGut_geneID"
"Heart","OG_0013698",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","EPB42","taeGut_geneID"
"Heart","OG_0013750",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","TMEM237","taeGut_geneID"
"Heart","OG_0013843",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","SLC12A5","parsed_from_gene_id"
"Heart","OG_0013871",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","C7","taeGut_geneID"
"Heart","OG_0013909",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","SMPD2","taeGut_geneID"
"Heart","OG_0013940",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","GABARAPL2","taeGut_geneID"
"Heart","OG_0013976",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","TPRA1","taeGut_geneID"
"Heart","OG_0013980",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","COQ6","taeGut_geneID"
"Heart","OG_0014026",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","CD34","taeGut_geneID"
"Heart","OG_0014047",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","MXRA8","taeGut_geneID"
"Heart","OG_0014064",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","ZNF407","parsed_from_gene_id"
"Heart","OG_0014182",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","NDUFS1","taeGut_geneID"
"Heart","OG_0014224",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","SLC25A20","taeGut_geneID"
"Heart","OG_0014225",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","SLC25A29","taeGut_geneID"
"Heart","OG_0014321",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","NCBP3","taeGut_geneID"
"Heart","OG_0014402",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","MAEA","taeGut_geneID"
"Heart","OG_0014516",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","PLA2G12A","taeGut_geneID"
"Heart","OG_0014540",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","POLR1E","taeGut_geneID"
"Heart","OG_0014545",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","UBAC1","taeGut_geneID"
"Heart","OG_0014656",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","THY1","taeGut_geneID"
"Heart","OG_0014659",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","stringtie_mRNA_50541","parsed_from_gene_id"
"Heart","OG_0014735",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","CCDC63","taeGut_geneID"
"Heart","OG_0014751",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CHMP1B","taeGut_geneID"
"Heart","OG_0014762",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","RPA1","taeGut_geneID"
"Heart","OG_0014824",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","NDUFS2","taeGut_geneID"
"Heart","OG_0014910",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","KLF10","taeGut_geneID"
"Heart","OG_0014951",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","TSG101","taeGut_geneID"
"Heart","OG_0014962",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","EIF2B3","taeGut_geneID"
"Heart","OG_0015059",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC116808697","taeGut_geneID"
"Heart","OG_0015090",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","ATF6","taeGut_geneID"
"Heart","OG_0015099",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ZFP36L1","taeGut_geneID"
"Heart","OG_0015143",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","TRNT1","taeGut_geneID"
"Heart","OG_0015262",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","DKK3","taeGut_geneID"
"Heart","OG_0015272",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","DCN","taeGut_geneID"
"Heart","OG_0015362",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","CDC34","taeGut_geneID"
"Heart","OG_0015464",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","EDA2R","taeGut_geneID"
"Heart","OG_0015473",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","RAI2","taeGut_geneID"
"Heart","OG_0015511",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","MRPS35","taeGut_geneID"
"Heart","OG_0015512",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","TBRG4","taeGut_geneID"
"Heart","OG_0015573",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","PSMD12","taeGut_geneID"
"Heart","OG_0015595",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","TMEM45A","taeGut_geneID"
"Heart","OG_0015687",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ZBTB26","taeGut_geneID"
"Heart","OG_0015721",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","LUM","taeGut_geneID"
"Heart","OG_0015722",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","FMOD","taeGut_geneID"
"Heart","OG_0015730",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","TCN2","taeGut_geneID"
"Heart","OG_0015747",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","GEM","taeGut_geneID"
"Heart","OG_0015787",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","SNAPC1","taeGut_geneID"
"Heart","OG_0015800",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ORMDL1","parsed_from_gene_id"
"Heart","OG_0015802",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","NMD3","taeGut_geneID"
"Heart","OG_0015860",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","NDUFS6","taeGut_geneID"
"Heart","OG_0015944",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","FBXO22","taeGut_geneID"
"Heart","OG_0015966",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","LYAR","taeGut_geneID"
"Heart","OG_0015990",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","EIF5","taeGut_geneID"
"Heart","OG_0016019",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","EEF2","taeGut_geneID"
"Heart","OG_0016130",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","TAF5L","taeGut_geneID"
"Heart","OG_0016138",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","ASB6","taeGut_geneID"
"Heart","OG_0016180",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","VPS51","taeGut_geneID"
"Heart","OG_0016391",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","TTL","taeGut_geneID"
"Heart","OG_0016397",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","SNX3","taeGut_geneID"
"Heart","OG_0016447",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","PPP1R15B","taeGut_geneID"
"Heart","OG_0016477",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","LOC105758586","taeGut_geneID"
"Heart","OG_0016550",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","GPX1","taeGut_geneID"
"Heart","OG_0016563",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","UGCG","taeGut_geneID"
"Heart","OG_0016579",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC100232496","taeGut_geneID"
"Heart","OG_0016685",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","C5H14orf180","taeGut_geneID"
"Heart","OG_0016720",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","FGL2","taeGut_geneID"
"Heart","OG_0016742",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","XBP1","taeGut_geneID"
"Heart","OG_0016797",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CBFB","taeGut_geneID"
"Heart","OG_0016833",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","GLUD1","taeGut_geneID"
"Heart","OG_0016842",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","SLC25A17","taeGut_geneID"
"Heart","OG_0016895",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","RAN","taeGut_geneID"
"Heart","OG_0016923",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","PRELP","taeGut_geneID"
"Heart","OG_0016931",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CKAP4","taeGut_geneID"
"Heart","OG_0016954",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","CAAP1","taeGut_geneID"
"Heart","OG_0016962",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","MGMT","taeGut_geneID"
"Heart","OG_0016988",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","AAGAB","taeGut_geneID"
"Heart","OG_0016992",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","PEX11G","taeGut_geneID"
"Heart","OG_0017002",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","ALG2","taeGut_geneID"
"Heart","OG_0017220",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","CDH13","galGal_geneID"
"Heart","OG_0017248",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","CCNJ","taeGut_geneID"
"Heart","OG_0017269",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","SNAPC3","taeGut_geneID"
"Heart","OG_0017330",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","HSPA9","taeGut_geneID"
"Heart","OG_0017335",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","PRUNE1","taeGut_geneID"
"Heart","OG_0017424",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","LOC422442","galGal_geneID"
"Heart","OG_0017460",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","C1H21orf91","taeGut_geneID"
"Heart","OG_0017471",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","CISH","taeGut_geneID"
"Heart","OG_0017590",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","TAF11","taeGut_geneID"
"Heart","OG_0017712",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","CLDN11","taeGut_geneID"
"Heart","OG_0017783",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","EMG1","taeGut_geneID"
"Heart","OG_0017803",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","BCAS2","taeGut_geneID"
"Heart","OG_0017808",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","RWDD1","taeGut_geneID"
"Heart","OG_0017815",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","ACER3","taeGut_geneID"
"Heart","OG_0017928",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","stringtie_mRNA_48175","parsed_from_gene_id"
"Heart","OG_0018042",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","TMEM37","taeGut_geneID"
"Heart","OG_0018047",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","CLEC3B","taeGut_geneID"
"Heart","OG_0018051",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","E2F1","taeGut_geneID"
"Heart","OG_0018077",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","OGN","taeGut_geneID"
"Heart","OG_0018107",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","C1QBP","galGal_geneID"
"Heart","OG_0018122",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","ATP5F1D","taeGut_geneID"
"Heart","OG_0018127",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","RPL36A","galGal_geneID"
"Heart","OG_0018146",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","RPL5","taeGut_geneID"
"Heart","OG_0018147",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","RPA2","taeGut_geneID"
"Heart","OG_0018158",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","NUDT1","taeGut_geneID"
"Heart","OG_0018332",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","CD40","taeGut_geneID"
"Heart","OG_0018407",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","SPON2","taeGut_geneID"
"Heart","OG_0018448",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","PSMD6","taeGut_geneID"
"Heart","OG_0018477",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","LACTB2","taeGut_geneID"
"Heart","OG_0018491",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","DUT","taeGut_geneID"
"Heart","OG_0018557",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","AGTPBP1","taeGut_geneID"
"Heart","OG_0018700",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","IFI30","taeGut_geneID"
"Heart","OG_0018711",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ATP6V0B","taeGut_geneID"
"Heart","OG_0018745",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ERG28","taeGut_geneID"
"Heart","OG_0018831",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC115495845","taeGut_geneID"
