"Tissue","OG","n_pairs","Pairs","gene_name","name_source"
"Liver","OG_0021681",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","FGD4","taeGut_geneID"
"Liver","OG_0021758",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","APOLD1","taeGut_geneID"
"Liver","OG_0022072",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","PPDPF","taeGut_geneID"
"Liver","OG_0022116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","NDUFB8","taeGut_geneID"
"Liver","OG_0022521",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","VHL","taeGut_geneID"
"Liver","OG_0022912",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC100226705","taeGut_geneID"
"Liver","OG_0022933",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","NDUFA7","taeGut_geneID"
"Liver","OG_0023464",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","RPL31","taeGut_geneID"
"Liver","OG_0023660",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","Onecut1","parsed_from_gene_id"
"Liver","OG_0025073",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","C1H12orf57","taeGut_geneID"
"Liver","OG_0025604",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","TCIM","taeGut_geneID"
"Liver","OG_0025629",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","MRPL41","taeGut_geneID"
"Liver","OG_0025652",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","NDUFA5","taeGut_geneID"
"Liver","OG_0026005",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","PYURF","taeGut_geneID"
"Liver","OG_0026624",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","FYN","taeGut_geneID"
"Liver","OG_0026774",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","TBCC","taeGut_geneID"
"Liver","OG_0026788",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","RPL9","taeGut_geneID"
"Liver","OG_0027157",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","COX6A1","taeGut_geneID"
"Liver","OG_0027198",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","TMEM258","taeGut_geneID"
"Liver","OG_0027882",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","SLC37A4","taeGut_geneID"
"Liver","OG_0028854",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC101233818","taeGut_geneID"
"Liver","OG_0028865",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","ULK1","taeGut_geneID"
"Liver","OG_0028917",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","CROT","taeGut_geneID"
"Liver","OG_0028972",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","SLC16A5","taeGut_geneID"
"Liver","OG_0029851",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","STAT3","taeGut_geneID"
"Liver","OG_0029956",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC100228673","taeGut_geneID"
"Liver","OG_0029959",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","SPIA5","galGal_geneID"
"Liver","OG_0031054",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","YEATS2","taeGut_geneID"
"Liver","OG_0031135",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","TRIB2","taeGut_geneID"
"Liver","OG_0031136",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","TRIB1","taeGut_geneID"
"Liver","OG_0031295",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ARID4B","taeGut_geneID"
"Liver","OG_0031297",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","JAK1","taeGut_geneID"
"Liver","OG_0031337",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","AFF2","parsed_from_gene_id"
"Liver","OG_0033024",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","ECE1","taeGut_geneID"
"Liver","OG_0033484",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","GREB1L","taeGut_geneID"
"Liver","OG_0033523",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","ERICH3","taeGut_geneID"
"Liver","OG_0033525",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","RESF1","taeGut_geneID"
"Liver","OG_0033729",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","stringtie_mRNA_14398","parsed_from_gene_id"
"Liver","OG_0033742",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","LRRC8B","taeGut_geneID"
"Liver","OG_0033901",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","BOD1L1","taeGut_geneID"
"Liver","OG_0033931",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","SNX4","taeGut_geneID"
"Liver","OG_0033995",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC100226244","taeGut_geneID"
"Liver","OG_0034128",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","ABCD2","taeGut_geneID"
"Liver","OG_0036028",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","LMTK2","taeGut_geneID"
"Liver","OG_0036235",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","DCBLD1","taeGut_geneID"
"Liver","OG_0038830",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","MIA3","galGal_geneID"
"Liver","OG_0038831",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","KDM7A","galGal_geneID"
"Liver","OG_0038849",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","KYAT3","taeGut_geneID"
"Liver","OG_0041582",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","ITIH4","taeGut_geneID"
"Liver","OG_0041773",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","PRPS2","taeGut_geneID"
"Liver","OG_0041798",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","SLC25A4","taeGut_geneID"
"Liver","OG_0041799",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","SLC25A5","taeGut_geneID"
"Liver","OG_0041848",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","PPARA","taeGut_geneID"
"Liver","OG_0042174",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","ZSWIM5","taeGut_geneID"
"Liver","OG_0042249",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","LOC100224290","taeGut_geneID"
"Liver","OG_0042345",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","AQP1","taeGut_geneID"
"Liver","OG_0042349",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","LOC100228082","taeGut_geneID"
"Liver","OG_0042375",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","USP44","taeGut_geneID"
"Liver","OG_0042522",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","LOC100218703","taeGut_geneID"
"Liver","OG_0042537",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","DDC","taeGut_geneID"
"Liver","OG_0042546",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","AKR1D1","taeGut_geneID"
"Liver","OG_0042909",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","AOC1","taeGut_geneID"
"Liver","OG_0042932",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","KLHL24","taeGut_geneID"
"Liver","OG_0043189",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","SLC43A3","galGal_geneID"
"Liver","OG_0044244",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","ITPR2","parsed_from_gene_id"
"Liver","OG_0044266",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","Slc5a6","parsed_from_gene_id"
